id,label,description
NCG10362,Morganton,"town and county seat, central Burke County. Est. 1784 as Morgansborough. Alt. 1,182. Named for Gen. Daniel Morgan (1736?-1802), Revolutionary War leader. Western Piedmont Community College, est. 1966, is located there. Produces furniture, electronic components, hosiery, apparel, textiles, and dairy products."
NCG10363,Morganton Township,S central Burke County.
NCG10364,Morgantown,community in E Carteret County near the NW limits of Newport.
NCG10365,Moriah,community in SE Person County.
NCG10366,Morlin Mountain,"N Rutherford County between Cane Creek and the head of South Creek. Alt. approx. 2,100."
NCG10367,Morning Star,community in E Haywood County on the head of Allens Creek.
NCG10368,Morning Star Township,"former township in SE Mecklenburg County, now township no. 13."
NCG10369,Morris Creek,rises in NE Cherokee County and flows SE and SW into Valley River.
NCG10370,Morris Field Air Base,"in Charlotte, central Mecklenburg County, was dedicated April 21, 1941, and used to train combat pilots during World War II. Named for Maj. William C. Morris of Cabarrus County, distinguished World War I pilot. Property returned to city of Charlotte in 1946 for use as municipal airport."
NCG10371,Morris Knob,S Wilkes County at the SW end of Gill Mountain.
NCG10372,Morris Landing,community in SW Onslow County on Stump Sound.
NCG10373,Morris Mountain,N Montgomery County between Bundle Mountain and Barnes Creek.
NCG10374,Morris Pond,"on Juniper Creek, SE Lee County. Formed about 1865. Covers 25 acres; max. depth 8 ft. Formerly a millpond, now used for fishing, swimming, and boating."
NCG10375,Morris Run,rises in SW Beaufort County and flows NW into Chocowinity Creek.
NCG10376,Morrison,community in S Richmond County.
NCG10377,Morrison Creek,rises in W Iredell County and flows E into Fourth Creek. Formerly known as Middle Fourth Creek.
NCG10378,Morrison's Tan Yard,"community in SE Mecklenburg County served by post office, 1820-71."
NCG10379,Morristown,See Asheville.
NCG10380,Morrisville,"town in W Wake County on Crabtree Creek. Settled 1840; chartered in 1875 and named for Jerry Morris, who owned the town site. Charter repealed in 1933. Reincorporated in 1947. Alt. 304."
NCG10381,Morrosenean,"community in W Robeson County served by post office, 1871-1901."
NCG10382,Morrow Branch,rises in S Madison County and flows S into Little Sandymush Creek.
NCG10383,Morrow Creek,rises in S Rutherford County and flows NE into Second Broad River.
NCG10384,Morrow Gap,W Cherokee County between Shuler and Sular Creeks.
NCG10385,Morrow Mountain State Park,"E Stanly County on Yadkin and Pee Dee Rivers. 4,135 acres. Est. 1935 on land given in large part by James McKnight Morrow. Former Naked Mountain, which see, renamed Morrow Mountain. Scenic, recreational area; picnicking, swimming, fishing, tent and trailer camping, boating, hiking, nature study, museum, restaurant, and recreation lodge. There are several peaks (Mill Mountain, Sugarloaf Mountain, and Tater Top Mountain) in the park, none of which is over 1,050 ft. in alt."
NCG10386,Morrow's Turnout,"community in SW Mecklenburg County. Formerly known as Mount Moriah (post office, 1830-31, 1849-52), Mount Leer (post office, 1831-49), and since 1852 Pineville."
NCG10387,Morse Point,a neck of land extending from Virginia into the mouth of North Landing River in NE Currituck County.
NCG10388,Mortimer,"town in W Caldwell County. Inc. 1907, but long inactive in municipal affairs. Alt. 1,502. Largely a ghost town. Est. in connection with a lumber mill."
NCG10389,Morton Creek,rises in W Transylvania County and flows SE into South Fork Flat Creek.
NCG10390,Morton Township,"former township in NW Alamance County, now township no. 4."
NCG10391,Mortons Store,"community in N Alamance County served by post office, 1852-1906."
NCG10392,Morven,"town in SE Anson County. Inc. 1883. Post office est. there in 1823 and named for Morven, Scotland, home of the mother of Hugh McKenzie, first postmaster. Alt. 341."
NCG10393,Morven Township,SE Anson County.
NCG10394,Moscow,"community in NW Bladen County served by post office, 1892-1907."
NCG10395,Moseley County,"In about 1907 an unsigned petition was presented to the General Assembly proposing that a county be created from portions of Lenoir, Wayne, and Greene Counties, with the county seat at LaGrange. It was to be named for William D. Moseley (1795-1863), who was born near LaGrange and who was governor of Florida, 1845-49. The General Assembly apparently never acted on the petition."
NCG10396,Moseley Creek,"rises in NW Lenoir County and flows SE into Falling Creek. Named for Matthew Moseley, who settled there about 1770."
NCG10397,Moseley Hall,See LaGrange.
NCG10398,Moseley Hall Township,NW Lenoir County. Named for plantation house of Moseley family.
NCG10399,Moseley's Cove,"S Pender County on Northeast Cape Fear River. Adjacent land once was owned by Edward Moseley (1682-1749), colonial surveyor general and member of the governor's council."
NCG10400,Moseley's Creek,See Parrotts Creek.
NCG10401,Moseleys Point,See Hornblower Point.
NCG10402,Moser,"community in S Surry County served by post office, 1889-1905."
NCG10403,Moses Branch,rises in N Yancey County and flows E into Jacks Creek.
NCG10404,Moses Creek,formed by junction of East Fork and West Fork in N Jackson County and flows SW into Caney Fork.
NCG10405,Moses H. Cone Memorial Park,"S Watauga County on Blue Ridge Parkway NW of Blowing Rock. Est. 1950. Former estate of textile executive Moses H. Cone (1857-1908); 3,517 acres. Flat Top Manor is now a museum and craft center at which mountain handicrafts are sold. Trails for hiking and horseback riding and lakes for fishing are there. See also Bass Lake."
NCG10406,Moses Knob,on the Jackson-Macon county line.
NCG10407,Moss,community in N Cherokee County.
NCG10408,Moss,community in NE Stanly County.
NCG10409,Moss Branch,rises in E Macon County and flows S into Little Buck Creek.
NCG10410,Moss Gap,on the Jackson-Macon county line.
NCG10411,Moss Knob,"on the Jackson-Macon county line. Alt. 4,500."
NCG10412,Moss Neck,community in W central Robeson County.
NCG10413,Mossey Islands,"in Currituck Sound off the W shore of Currituck Banks, SE Currituck County."
NCG10414,Mossy Back Gap,SW Macon County on Clear Branch.
NCG10415,Mossy Branch,rises in W Haywood County and flows SE into Cataloochee Creek.
NCG10416,Motes Creek,rises in SE Alamance County and flows S into Haw River.
NCG10417,Mott Creek,rises in E Onslow County and flows NW into Northeast Creek.
NCG10418,Mott Swamp,rises in E Lenoir County and flows N into Southwest Creek.
NCG10419,Motts Creek,See Todds Creek.
NCG10420,Motts Falls,"rapids in the Yadkin River, S Davidson County near the mouth of Riles and Ellis Creeks. The rapids extend approx. 8/10 of a mi. and drop 13½ ft., having 6 nearly vertical falls of from 6 in. to 2 ft. each."
NCG10421,Moulder Branch,rises in S Alamance County in the Cane Creek Mountains and flows SE into Cane Creek. Also known as Foust's Creek.
NCG10422,Moulton,community in N Franklin County.
NCG10423,Mount Airy,"town in NE Surry County. Alt. 1,104. Settled about 1850; inc. 1869. In the early nineteenth century, the vicinity was called the Hollow or Hallow. See also Perkinsville."
NCG10424,Mount Airy Township,N Surry County.
NCG10425,Mount Ararat,See Pilot Mountain.
NCG10426,Mount Bolus,"hill in SE Orange County near Bolin Creek ½ mi. N of Chapel Hill. An extinct volcano. Said to have been named by university students after ""Old Diabolus"" (devil), their nickname for Joseph Caldwell, president of the university, 1796-1835. Appears as Gander Mountain in local records as late as 1792."
NCG10427,Mount Buckley,"the southernmost of three knobs, the central one of which is Clingmans Dome and the northernmost Mount Love, in Great Smoky Mountains National Park on the border of Swain County, N.C., and Sevier County, Tenn., lat. 35°33'15"" N., long. 83°30' W. Named by Arnold H. Guyot prior to 1860 in honor of naturalist S. B. Buckley (1809-84), Guyot's friend and sometime coworker. Alt. 6,500."
NCG10428,Mount Calvert,See Grimesland.
NCG10429,Mount Cammerer,"on the Haywood County, N.C.-Cocke County, Tenn., line in Great Smoky Mountains National Park on Cammerer Ridge about lat. 35°45'50"" N., long. 83°09'40"" W. Named in honor of A. B. Cammerer, formerly of the U.S. Department of the Interior, who was active in promoting the park. Alt. approx. 4,928."
NCG10430,Mount Carmel,"community in S Vance County on Sandy Creek. Named for a local church, which was in turn named for the biblical mountain in NW Palestine from which Elijah called down fire from Heaven."
NCG10431,Mount Chapman,"in Great Smoky Mountains National Park on Swain County, N.C.-Sevier County, Tenn., line, lat. 35°41' N., long. 83°17' W. Named for David Carpenter Chapman (1876-1938?) of Knoxville, Tenn., whose initiative and persistent activity over many years was largely responsible for the establishment of the Great Smoky Mountains National Park by the act of Congress approved on May 22, 1926. Alt. 6,425. Formerly known as Black, Old Black, and The Black."
NCG10432,Mount Collier,S Orange County at NE end of Grampian Hills.
NCG10433,Mount Collins,"in Great Smoky Mountains National Park on the Swain County, N.C.-Sevier County, Tenn., line, lat. 35°35' N., long. 83°28' W. Named for Robert Collins (1806-63), one of the first settlers in the area and a guide for Arnold Guyot and other explorers. Mount Collins was renamed Mount Kephart in 1928, but that name was later given to another peak. Alt. 6,255."
NCG10434,Mount Craig,"peak in Mount Mitchell State Park, S Yancey County near lat. 35°46'40"" N., long. 82°15'40"" W. Alt. 6,663. Second-highest peak in the state. One of two peaks known as Black Brothers until 1947, when renamed in honor of Governor Locke Craig (1860-1924), who was largely responsible for the establishment of Mount Mitchell State Park. Known earlier as Balsam Cone."
NCG10435,Mount Davis,"in Great Smoky Mountains National Park on the Swain County, N.C.-Sevier County, Tenn., line. Alt. approx. 5,000. Formerly named Greenbrier Knob; renamed about 1950 for Willis P. Davis of Knoxville, Tenn., who started the movement for the establishment of the park. Located at lat. 35°34'15"" N., long. 83°38'03"" W."
NCG10436,Mount Energy,"community in S Granville County served by post office, 1877-1900."
NCG10437,Mount Gallant,"elevation in NW Northampton County. Alt. 250. Plantation there was owned by William Maule and called by the name in 1723. Governor William Tryon visited Mount Gallant in 1765 and remarked upon the fine view from its summit. Appears on the Collet map, 1770, and on the MacRae map, 1833."
NCG10438,Mount Gibbes,"S Yancey County in Black Mountains between Clingmans Dome and Stepps Gap. Alt. 6,600. Named about 1852 for Dr. Robert Wilson Gibbes (1809-66) of Columbia, S.C., the first to measure its altitude."
NCG10439,Mount Gilead,"town in SW Montgomery County. Settled by 1835, when a post office was est. there. Inc. 1899. Originally called Providence and was part of a 1797 land grant to William Scarborough. Named for the biblical mountain. Alt. 421. Produces shoes, hosiery, textiles, and apparel."
NCG10440,Mount Gilead Township,SW Montgomery County.
NCG10441,Mount Glory,"N Swain County in Great Smoky Mountains National Park on Welch Ridge near the head of White Mans Glory Creek, lat. 35°31'22"" N., long. 83°36'08"" W. Alt. 4,965."
NCG10442,Mount Golland,See Mount Gould.
NCG10443,Mount Gould,"community in E central Bertie County served by post office, 1829-1907. Developed at the site of a plantation first known as Mount Golland and later Mount Gould after George Gould, a surveyor, came into possession of it. Littledals Ferry on the Chowan River nearby appears on the Collet map, 1770."
NCG10444,Mount Guyot,"in Great Smoky Mountains National Park on the Haywood County, N.C.-Sevier County, Tenn., line near lat. 35°42'20"" N., long. 83°15'30"" W. Alt. 6,621. Named by Prof. S. B. Buckley prior to 1859 in honor of Arnold Guyot, geographer, who made the first comprehensive survey of the region and did much to stimulate public interest in the mountains. Known by the Cherokee Indians as Sornook"
NCG10445,Mount Hardison,"NE Swain County in Great Smoky Mountains National Park at the N end of Dashoga Ridge. Alt. 6,148. Named for James Archibald Hardison (1867-1930) of Anson County, an original member of the N.C. State Park Commission."
NCG10446,Mount Hardy,"S Haywood County near lat. 35°18'15"" N., long. 82°55'38"" W. Named 1957-58 for Dr. James F. E. Hardy of Asheville, who, in cooperation with Arnold Guyot, explored and named many of the mountains of W North Carolina in the 1850s. Formerly known as Black Mountain. Alt. 6,110."
