id,meta-category,label,feature type,description,notes
NCG11233,Population zone,Onslow County,County,"was formed in 1734 from New Hanover County. Located in the SE section of the state, it is bounded by the Atlantic Ocean and by Pender, Duplin, Jones, and Carteret Counties. It was named for Arthur Onslow (1691-1768), member of Parliament and speaker of the House of Commons, 1728-61. Area: 806 sq. mi (756, land; 50, water). County seat: Jacksonville, with an elevation of 23 ft. Townships are Jacksonville, Richlands, Stump Sound, Swansboro, and White Oak. Produces tobacco, turkeys, cotton, corn, soybeans, hogs, livestock, lumber, apparel, marble, crushed limestone, sand, and gravel.",
NCG11234,,Onslow Court House,REFERENCE,See Jacksonville.,
NCG11235,Population zone,Onvil,Community,"community in central Montgomery County near the head of Thickety Creek. Served by post office, 1883-1915.",
NCG11236,Population zone,Onward,Community,"community in SW Montgomery County served by post office, 1887-96.",
NCG11237,Population zone,Ooneroy,Village,"a Tuscarora Indian village on the Roanoke River in Bertie County shown on the Moseley map, 1733. It was a chief town of the Tuscarora; the name meant ""gathered together.""",
NCG11238,Fresh running water,Open Branch,Branch,rises in N Jackson County and flows NW into Hornbuckle Creek.,
NCG11239,,Open Land,,"or a shrub bog area of approx. 50,000 acres in Carteret County about 12 mi. NE of Beaufort. An attempt to reclaim the area in 1926 was abandoned, but much of it is now included in a large experimental farm.",
NCG11240,,Open Ridge,Ridge,S Yancey County between Rock Creek and South Toe River.,
NCG11241,,"Opening, The",,a clay and swamp area in E Pitt County between the head of Clayroot Swamp and Chicod Creek.,
NCG11242,Population zone,Ophir,Community,"community in N Montgomery County served by post office, 1883-1933. Settled shortly after the middle of the nineteenth century in the midst of a gold-producing area and named for the land furnishing gold for King Solomon's Temple in biblical days. Now an agricultural and timber-producing community.",
NCG11243,Population zone,Ophir Township,Township,NW Montgomery County.,
NCG11244,,Oporauck,,"an otherwise unidentified designation appearing on the Comberford map, 1657, shown parallel with what is now Scuppernong River in Washington and Tyrrell Counties.",
NCG11245,,Opossum Swamp,Swamp,rises in W Sampson County and flows S into Little Coharie Creek.,
NCG11246,Population zone,Ora,Community,"community in central Sampson County served by post office, 1886-1902.",
NCG11247,Population zone,Orange,Community,community in W Sampson County between Caesar Swamp and Little Coharie Creek.,
NCG11248,Population zone,Orange County,County,"was formed in 1752 from Johnston, Bladen, and Granville Counties. Located in the central section of the state, it is bounded by Durham, Chatham, Alamance, Caswell, and Person Counties. It has long been said that the county was named for William III (1650-1702) of the House of Orange, who ruled England from 1689 to 1702. However, in 1752, when the county was formed, the infant William V (1748-1806) of Orange was Stadtholder, and his mother, Anne, daughter of George II of England, controlled affairs of state. It seems reasonable to assume that Orange County was named in honor of William V of Orange (and perhaps also to flatter his grandfather, George II of England) instead of for William III, who had been dead for 50 years. Area: 398 sq. mi. County seat: Hillsborough, with an elevation of 543 ft. Townships are Bingham, Cedar Grove, Chapel Hill, Cheeks, Eno, Hillsborough, and Little River. Produces corn, tobacco, wheat, oats, dairy products, barley, poultry, livestock, hogs, textiles, furniture, pyrophyllite, and crushed stone.",
NCG11249,Population zone,Orange Factory,Community,community on Little River in N Durham County formerly known as Laura Cotton Mill. Once operated by Willard Manufacturing Company.,
NCG11250,Population zone,Orange Grove,Community,community in SW Orange County between Cane Creek and Bear Creek.,
NCG11251,,Orange Point,Point,"E Tyrrell County, extends from the mainland into Alligator River S of the mouth of The Frying Pan.",
NCG11252,,Orapeake,REFERENCE,See Corapeake.,
NCG11253,,Orapeake Creek,REFERENCE,See Corapeake Swamp.,
NCG11254,,Orapeake Swamp,REFERENCE,See Corapeake Swamp.,
NCG11255,Population zone,Orbit,Community,"community in S Bladen County served by post office, 1898-1911.",
NCG11256,Fresh running water,Orchard Branch,Branch,rises in N central Transylvania County and flows S into King Creek.,
NCG11257,,Orchard Creek,REFERENCE,See Craborchard Creek.,
NCG11258,,Orchard Ridge,Ridge,N Madison County between Big Laurel Creek and Little Foster Creek.,
NCG11259,,Ore Hill,REFERENCE,See Mount Vernon Springs.,
NCG11260,Population zone,Ore Knob,Town,"former town in SE Ashe County. Inc. 1875. Copper mine there once employed 250 men; closed in 1886. Little evidence of buildings remains. Alt. 3,150.",
NCG11261,,Oregon,REFERENCE,See South Creek.,
NCG11262,Population zone,Oregon Hill,Community,"community in N Rockingham County served by post office, 1853-66 and 1868-1909. Located between the heads of Quaqua and Lovelace Creeks. It is said that a man stopped there early in the nineteenth century on his way to Oregon but never got any farther, so he called the site Oregonville and the name evolved. Nearby Guerrant Springs was a popular resort later in the century and into the early 1900s.",
NCG11263,,Oregon Inlet,Inlet,"E Dare County from Pamlico Sound into the Atlantic Ocean between S tip of Bodie Island and N tip of Pea Island. Formed by a hurricane on September 7, 1846. Named for the first vessel to pass through, the side-wheeler Oregon State-operated free ferry across the inlet now replaced by the Herbert C. Bonner Bridge, approx. 2½ mi. long, which opened in December 1963; named for N.C. congressman Herbert C. Bonner (1891-1965).",
NCG11264,,Oregon Inlet Coast Guard Station,,E Dare County on Pea Island near Oregon Inlet. First est. as Bodie's Island Lifesaving Station in 1874; name later changed. The Life-saving Service and Revenue Cutter Service joined in 1915 to form U.S. Coast Guard.,
NCG11265,Population zone,Oregonville Township,Township,former township in E Rockingham County. Name changed in 1887 to Ruffin.,
NCG11266,,Orenburg,REFERENCE,See Harris.,
NCG11267,,Orfords Pond,REFERENCE,See Sunset Lake.,
NCG11268,Population zone,Organ Church,Community,"community in S Rowan County served by post office, 1851-1906.",
NCG11269,Population zone,Oriental,Town,"town in S Pamlico County on Neuse River at the mouth of Smith Creek. First settled about 1870 by ""Uncle Lou"" Midgett and known as Smith's Creek. Later renamed for the Federal transport Oriental, which sank in 1862 near Bodie Island. The ship's nameplate had been found by Rebecca Midgett, wife of the town's first settler.",
NCG11270,Population zone,Orinoco,Community,"community in NE Davidson County served by post office, 1886-1904.",
NCG11271,Population zone,Orion,Community,community in SE Ashe County.,
NCG11272,Population zone,Orlando,Community,community in S Macon County.,
NCG11273,Population zone,Orleans,Community,"community in SW Lincoln County served by post office, 1886-1906.",
NCG11274,Population zone,Ormonds Township,Township,"SE Greene County. Named for the Ormond family, which settled in the Ormondsville community prior to 1769.",
NCG11275,Population zone,Ormondsville,Community,community in E Greene County. Developed from a country crossroads store at the Ormond family plantation.,
NCG11276,Fresh running water,Orris's Run,Run,swampy stream rises in N central Beaufort County and flows SE into Pungo Creek. Named for Orris Waters who lived nearby.,
NCG11277,Population zone,Orrum,Town,"town in S Robeson County. Settled as early as 1832 as a community around Big Branch Church. Inc. 1903. Orton was the first choice for a name in 1903 when a post office was about to be est., but as the name was already in use in Columbus County, it was rejected. Orrum was coined as a variant of Orton.",
NCG11278,Population zone,Orrum Township,Township,SE Robeson County.,
NCG11279,Population zone,Orton,Community,"community in N Columbus County served by post office, 1883-1904.",
NCG11280,Fresh running water,Orton Branch,Branch,rises in S Buncombe County and flows NE into French Broad River.,
NCG11281,Fresh running water,Orton Creek,Creek,rises in SE Brunswick County and flows E into Cape Fear River.,
NCG11282,,Orton Plantation,,"E central Brunswick County overlooking Cape Fear River. House, built about 1725 by Roger Moore and later the home of Governor Benjamin Smith, is now a tourist attraction with extensive azalea gardens. The old town of Brunswick, which see, was nearby.",
NCG11283,,Orton Point,Point,point of land S of mouth of Lilliput Creek in E Brunswick County extending into Cape Fear River.,
NCG11284,,Orton Pond,Pond,artificial pond on Orton Creek in E Brunswick County. Built about 1810. Max. depth 12 ft. Surface area 500 acres.,
NCG11285,,Os-quee-ha-ha,REFERENCE,See Clear Creek.,
NCG11286,Mountain,Osage Mountain,Mountain,S Macon County between West Fork Overflow Creek and Watkins Creek.,
NCG11287,Fresh running water,Osborn Branch,Branch,rises in NE Transylvania County and flows SE into Boylston Creek.,
NCG11288,Mountain,Osborn Mountain,Mountain,E Watauga County between Elk Creek and Southwest Stony Fork Creek.,
NCG11289,Population zone,Osborne,Community,community in S Richmond County.,
NCG11290,Fresh running water,Osborne Creek,Creek,"rises in SE Wilkes County and flows S into Iredell County, where it enters Hunting Creek.",
NCG11291,Population zone,Osbornville,Community,community in SE Wilkes County on Osborne Creek.,
NCG11292,,Osburn Ford,,shallows in Pigeon River just NE of the town of Clyde in central Haywood County.,
NCG11293,Population zone,Osceola,Community,crossroads community in NE Guilford County.,
NCG11294,,Osceola Lake,Lake,"central Henderson County, is fed by Findley, Perry, and Tonys Creeks and drained by Shephard Creek. It was formed about 1914 and named for an Indian chief in the area. Covers 12 acres; max. depth 20 ft.",
NCG11295,Population zone,Osgood,Community,"community in N Lee County. Inc. 1889; charter repealed 1891. Named for local family. Early known as Shakerag, traditionally because two prominent men fought there until their clothes were torn off. Alt. 242.",
NCG11296,Population zone,Osmond,Community,"community in NE Caswell County. A post office was operated there, 1883-1916.",
NCG11297,Population zone,Ossipee,Community,community in W Alamance County on the S side of Altamahaw. Developed after 1890 when a mill was est. there. Inc. 2002.,
NCG11298,Population zone,Osteen,Community,community in SW Henderson County on Crab Creek.,
NCG11299,Fresh running water,Ostin Creek,Creek,rises in W central Polk County at the base of Chimney Top and flows NE into Lake Adger on Green River.,
NCG11300,Mountain,Ostin Knob,Knob,SE Macon County between Brown Gap and East Fork Overflow Creek.,
NCG11301,Population zone,Ostwalt,Community,"community in S Iredell County. Known as Cambridge for an Associate Reformed Presbyterian Church from the early nineteenth century until 1895, when it took its present name from J. K. Ostwalt's store when it became a post office.",
NCG11302,Population zone,Oswego,Community,"community in NE Franklin County served by post office, 1892-1903.",
NCG11303,,Otaré,REFERENCE,See Mountain Region.,
NCG11304,Population zone,Oteen,Community,"community in central Buncombe County near the E limits of Asheville. Site of a veterans hospital, est. during World War I for tubercular soldiers. Name said to be an Indian word meaning ""chief aim"" and descriptive of the hospital's efforts to restore health to the disabled.",
NCG11305,Population zone,Othello,Community,community in SE Ashe County.,
NCG11306,Population zone,Otis,Community,"community in NE Yadkin County served by post office, 1891-1903.",
NCG11307,Population zone,Ottanola,Community,community in NE Henderson County.,
NCG11308,,Ottaray,REFERENCE,See Mountain Region.,
NCG11309,Population zone,Otter Creek,Community,"community in N Rutherford County on Cove Creek. A post office was there, 1854-1915.",
NCG11310,Population zone,Otter Creek Township,Township,"former township in S Edgecombe County, now township no. 9. Earlier known as Autreys Creek Township.",
NCG11311,Mountain,Otter Gap,Gap,NW Macon County between Long Branch and Otter Creek.,
NCG11312,Mountain,Otter Mountain,Mountain,NW Macon County between Cold Spring Creek and the head of Jane Otter Branch.,
NCG11313,,Otters Knob,REFERENCE,See Arturs Knob.,
NCG11314,Population zone,Otto,Town,"town in S Macon County. Alt. 2,060. Inc. 1909, but long inactive in municipal affairs.",
NCG11315,Population zone,Otway,Community,"community in E Carteret County near the mouth of Ward Creek. Settled about 1800. Named for Otway Burns (1775-1848), captain of a privateer vessel in the War of 1812. Alt. 5.",
NCG11316,,Ouaniche,REFERENCE,See Wananish.,
NCG11317,,Outer Banks,,"are a string of low, narrow, sandy islands extending for more than 175 mi. from the Virginia state line to below Cape Lookout. They are separated from the mainland of North Carolina by broad, shallow sounds. Narrow inlets through the Outer Banks provide access to the Atlantic Ocean from the sounds. The Outer Banks, from N to s, are Currituck Banks, Bodie Island, Pea Island, Hatteras Island, Ocracoke Island, Portsmouth Island, Core Banks, Shackleford Banks, and Bogue Banks. In 1709 John Lawson wrote of the ""Sand Banks."" In 1713 the term ""Sea Banks"" was used in describing them (see Shackleford Banks). See also Carolarns Islands; Croatoan Island.",
