ID,Label,Feature type,ADL Feature Types,OpenStreetMap Feature Types,County,Location Issue,Description
NCG10479,Mount Sterling Gap,Gap,Gaps,natural - valley,Haywood,No,"W Haywood County in Great Smoky Mountains National Park near lat. 35°42' N., long. 83°05'59"" W. Alt. 3,887."
NCG10487,Mount Willing,Mountain,Mountatins,natural - peak,Orange,No,W Orange County on the head of Toms Creek.
NCG10488,Mount Yonaguska,Mountain,Mountatins,natural - peak,Cherokee,Yes,"on the Haywood-Swain county line between Tricorner Knob and Luftee Knob in Great Smoky Mountains National Park near lat. 35°41'40"" N., long. 83°14'53"" W. Alt. 6,150. Named for Yonaguska, chief of the Cherokee Indians."
NCG10512,Mouse Knob,Knob,Mountain Summits,natural - peak,Graham,No,SW Graham County on Snowbird Creek. The name is a translation of the Indian name.
NCG10513,Mouse Mountain,Mountain,Mountatins,natural - peak,Macon,No,N Macon County between Rickman Creek and Bradley Creek.
NCG10524,Mud Gap,Gap,Gaps,natural - valley,Swain,No,"in Great Smoky Mountains National Park on Swain County, N.C.-Blount County, Tenn., line, lat. 35°31'18"" N., long. 83°48'24"" W."
NCG10536,Mulatto Mountain,Mountain,Mountatins,natural - peak,Ashe,No,"S Ashe County. Alt. 4,680."
NCG10543,Mulberry Gap,Gap,Gaps,natural - valley,Macon,No,at the head of Howard Branch in S Macon County.
NCG10548,Mule Gap,Gap,Gaps,natural - valley,Swain,No,"N Swain County in Great Smoky Mountains National Park on Welch Ridge, lat. 35°33'02"" N., long. 83°34'15"" W. Alt. approx. 5,000."
NCG10555,Mullin Hill,Mountain,Mountatins,natural - peak,Avery,No,mountain in SW Avery County.
NCG10556,Mumblehead Top,Top,Mountain Summits,natural - peak,Cherokee,No,E Cherokee County between the headwaters of Rattler Branch and Brooks Cove.
NCG10570,Murphy Gap,Gap,Gaps,natural - valley,Graham,No,NE Graham County.
NCG10575,Murray Gap,Gap,Gaps,natural - valley,Madison,No,E Madison County at the head of California Creek.
NCG10612,Naked Mountain,Mountain,Mountatins,natural - peak,Stanly,No,"now Morrow Mountain State Park, which see, in E Stanly County. Named after a tornado stripped timber off and left it naked; renamed in 1935 to honor donor of site for a state park."
NCG10613,Naked Place Mountain,Mountain,Mountatins,natural - peak,Haywood,No,NE Haywood County between Bear Wallow Gap and Fines Creek.
NCG10619,Nancy Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,"S Transylvania County between the headwaters of Toxaway Creek and Shoal Creek. Alt. 3,013."
NCG10620,Nancys Mountain,Mountain,Mountatins,natural - peak,Randolph,No,S Randolph County between Kies Mountain and Little River.
NCG10623,Nanny Mountain,Mountain,Mountatins,natural - peak,Buncombe,No,SE Buncombe County near the Rutherford County line.
NCG10656,Naylors Knob,Knob,Mountain Summits,natural - peak,Caldwell,No,"central Caldwell County. Named for James Nailor, an early settler."
NCG10670,Ned Gap,Gap,Gaps,natural - valley,Jackson,No,in SW Jackson County between Rich Mountain and West Fork [Dicks Creek].
NCG10672,Neddie Knob,Knob,Mountain Summits,natural - peak,Jackson,No,on the NE end of Neddie Mountain in E Jackson County.
NCG10673,Neddie Mountain,Mountain,Mountatins,natural - peak,Jackson,No,"E Jackson County, extends NE between Dismal Mountain and Neddie Knob."
NCG10675,Neds Lick Gap,Gap,Gaps,natural - valley,Haywood,No,W Haywood County on the head of Hemphill Creek.
NCG10678,Needhams Mountain,Mountain,Mountatins,natural - peak,Randolph,No,S Randolph County near the head of Fork Creek.
NCG10681,Neely Gap,Gap,Gaps,natural - valley,Cherokee,No,SW Cherokee County near the headwaters of Persimmon Creek.
NCG10686,Neil Gap,Gap,Gaps,natural - valley,Transylvania,No,in N central Transylvania County on the head of Lamb Creek.
NCG10708,Nettle Creek Bald,Bald,Mountain Summits,natural - peak,Swain,No,"N Swain County in Great Smoky Mountains National Park, lat. 35°34'02"" N., long. 83°22'55"" W. Alt. 5,172."
NCG10719,Never Mountain,Mountain,Mountatins,natural - peak,Alexander,No,"an almost perfect cone, W Alexander County."
NCG10785,Newfound Gap,Gap,Gaps,natural - valley,Swain,No,"in Great Smoky Mountains National Park on Swain County, N.C.-Sevier County, Tenn., line, lat. 35°37' N., long. 83°26' W. Alt. 5,045."
NCG10786,Newfound Mountain,Mountain,Mountatins,natural - peak,Haywood,Yes,on the Buncombe-Haywood county line. The peak of the mountain is known as Big Butt Mountain.
NCG10807,Newton Bald,Bald,Mountain Summits,natural - peak,Swain,No,"N Swain County in Great Smoky Mountains National Park, lat. 35°32'39"" N., long. 83°21'32"" W. Alt. 5,142."
NCG10824,Nick Gap,Gap,Gaps,natural - valley,Haywood,No,central Haywood County on the head of Messer Branch.
NCG10826,Nickajack Gap,Gap,Gaps,natural - valley,Macon,No,at the head of Nickajack Creek in E Macon County.
NCG10828,Nicks Knob,Knob,Mountain Summits,natural - peak,Cherokee,No,S Cherokee County near the headwaters of Moccasin Creek.
NCG10830,Nigger Head,Mountain,Mountatins,natural - peak,Clay,Yes,"mountain on the Clay-Macon county line. Alt. approx. 4,900. In 2003 state legislature directed counties to rename mountain; now also known as Clay Knob."
NCG10832,Nigger Skull Mountain,Mountain,Mountatins,natural - peak,Haywood,No,W Haywood County on the head of East Fork. In 2003 state legislature directed county to rename mountain.
NCG10847,Nit Top,Top,Mountain Summits,natural - peak,Cherokee,No,"on the Cherokee County, N.C.-Monroe County, Tenn., line in the Unicoi Mountains."
NCG10849,Nix Mountain,Mountain,Mountatins,natural - peak,Jackson,No,S Jackson County between Nix Creek and Horsepasture River.
NCG10858,No Business Mountain,Mountain,Mountatins,natural - peak,Cleveland,No,"NW Cleveland County near the headwaters of Cox Creek. Said to be too rough to be surveyed. Local residents claim they have ""no business"" on it. Alt. 1,760."
NCG10863,Noah's Mountain,Mountain,Mountatins,natural - peak,Alamance,No,"in the Cane Creek Mountains, S Alamance County."
NCG10869,Nofat Mountain,Mountain,Mountatins,natural - peak,Buncombe,Yes,on the Buncombe-Madison county line W of Pleasant Gap.
NCG10875,Noland Gap,Gap,Gaps,natural - valley,Haywood,No,"W Haywood County in Great Smoky Mountains National Park between Noland Mountain and Canadian Top near lat. 35°39'10"" N., long. 83°06' W."
NCG10876,Noland Mountain,Mountain,Mountatins,natural - peak,Haywood,No,"W Haywood County in Great Smoky Mountains National Park near lat. 35°39'35"" N., long. 83°05'18"" W. Alt. 3,951."
NCG10963,North Knob,Knob,Mountain Summits,natural - peak,Buncombe,No,n Buncombe County NE of Windy Gap.
NCG11020,Norton Fork Gap,Gap,Gaps,natural - valley,Buncombe,Yes,on the Buncombe-Madison county line between Chestnut Gap and Robinson Rough.
NCG11034,Nunn Mountain,Mountain,Mountatins,natural - peak,Orange,No,SE Orange County on the head of Booker Creek.
NCG11049,Oak Hill Mountain,Mountain,Mountatins,natural - peak,Alamance,No,"peak in the Cane Creek Mountains, S Alamance County."
NCG11052,Oak Knob,Knob,Mountain Summits,natural - peak,Haywood,No,E Haywood County on James Branch.
NCG11067,Oakey Mountain,Mountain,Mountatins,natural - peak,Rutherford,No,"NE Rutherford County between North Fork and Collins Creek. Alt. approx. 2,200."
NCG11073,Oaklog Gap,Gap,Gaps,natural - valley,Haywood,Yes,on the Haywood-Transylvania county line.
NCG11075,Oaks Knob,Knob,Mountain Summits,natural - peak,Avery,No,W Avery County.
NCG11081,Oaky Mountain,Mountain,Mountatins,natural - peak,Chatham,No,NE Chatham County.
NCG11083,Obadiah Gap,Gap,Gaps,natural - valley,Graham,No,on Horse Cove Ridge in W Graham County.
NCG11093,Occaneechi Mountain,Mountain,Mountatins,natural - peak,Orange,No,"central Orange County S of the town of Hillsborough. Named for an Indian tribe mentioned frequently in seventeenth- and eighteenth-century records. The mountain is referred to in a letter of January 31, 1767, by Governor Tryon. Appears but is not named on the Collet map, 1770. Called Occaneeche Hills on the Kerr map, 1882. Alt. approx. 700. Now a local park."
NCG11121,Ogle Gap,Gap,Gaps,natural - valley,Yancey,No,S Yancey County at the NW end of Ogle Ridge.
NCG11122,Ogle Knob,Knob,Mountain Summits,natural - peak,Swain,No,S central Swain County between the head of Bucknor Branch and Davis Branch.
NCG11123,Ogle Meadow Knob,Knob,Mountain Summits,natural - peak,Buncombe,Yes,"on the Buncombe-Yancey county line. Alt. 5,384. A grassy bald known locally simply as Ogle Meadows."
NCG11138,Old Bald Mountain,Mountain,Mountatins,natural - peak,Jackson,Yes,"on Haywood-Jackson county line. Alt. 5,800. Named for bald appearance from the Jackson County side."
NCG11143,Old Billy Top,Top,Mountain Summits,natural - peak,Graham,No,on the Cherokee-Graham county line in the Snowbird Mountains.
NCG11145,Old Black Mountain,Mountain,Mountatins,natural - peak,Haywood,No,"at the junction of the lines of Haywood County, N.C., and Cocke and Sevier Counties, Tenn., in Great Smoky Mountains National Park near lat. 35°42'44"" N., long. 83°15'18"" W. Alt. 6,430."
NCG11150,Old Field Bald Mountain,Mountain,Mountatins,natural - peak,Watauga,Yes,"on Ashe-Watauga county line. Alt. 4,939. Named for muster ground and drill field used by Col. Benjamin Cleveland during the Revolution."
NCG11153,Old Field Top Mountain,Mountain,Mountatins,natural - peak,Haywood,No,"W Haywood County between Plott Balsams and Mingus Ridge. Alt. 5,820. Sometimes called Plott's Old Field Mountain."
NCG11168,Old Mattie Top,Top,Mountain Summits,natural - peak,Graham,No,on the Cherokee-Graham county line in the Snowbird Mountains.
NCG11173,Old Road Gap,Gap,Gaps,natural - valley,Macon,No,on the Cherokee-Macon county line.
NCG11176,Old Rocky Mountain,Mountain,Mountatins,natural - peak,Macon,No,"E Macon County between the head of Ellijay Creek and the head of Little Salt Rock Creek. Alt. 4,825."
NCG11179,Old Sheep Knob,Knob,Mountain Summits,natural - peak,Cleveland,No,"N Cleveland County. Alt. 1,497."
NCG11185,Old Station Gap,Gap,Gaps,natural - valley,Madison,No,central Madison County between Brush Creek and Walnut Creek.
NCG11196,Oldfield Gap,Gap,Gaps,natural - valley,Yancey,Yes,on the Madison-Yancey county line near Indian Creek.
NCG11228,Onion Knob,Knob,Mountain Summits,natural - peak,Wilkes,Yes,Alexander-Wilkes county line.
NCG11229,Onion Mountain,Mountain,Mountatins,natural - peak,Macon,No,"E Macon County between the head of Cat Creek and Laurel Creek. Alt. 3,500."
NCG11286,Osage Mountain,Mountain,Mountatins,natural - peak,Macon,No,S Macon County between West Fork Overflow Creek and Watkins Creek.
NCG11288,Osborn Mountain,Mountain,Mountatins,natural - peak,Watauga,No,E Watauga County between Elk Creek and Southwest Stony Fork Creek.
NCG11300,Ostin Knob,Knob,Mountain Summits,natural - peak,Macon,No,SE Macon County between Brown Gap and East Fork Overflow Creek.
NCG11311,Otter Gap,Gap,Gaps,natural - valley,Macon,No,NW Macon County between Long Branch and Otter Creek.
NCG11312,Otter Mountain,Mountain,Mountatins,natural - peak,Macon,No,NW Macon County between Cold Spring Creek and the head of Jane Otter Branch.
NCG11340,Owens Gap,Gap,Gaps,natural - valley,Transylvania,No,"on the Jackson-Transylvania county line N of the head of West Fork French Broad River. Alt. 3,590."
NCG11341,Owens Knob,Knob,Mountain Summits,natural - peak,Wilkes,No,"S Wilkes County at the NE end of Gill Mountain. Alt. 1,350. The W. Kerr Scott Dam on Yadkin River is nearby. Named for one Owen, who lived there in 1752 when Moravian surveyors arrived."
NCG11347,Owl Creek Gap,Gap,Gaps,natural - valley,Cherokee,No,N Cherokee County on Hanging Dog Mountain near the headwaters of Owl Creek.
NCG11348,Owl Knob,Knob,Mountain Summits,natural - peak,Macon,No,N Macon County on Matlock Creek.
NCG11365,Pack Gap,Gap,Gaps,natural - valley,Cherokee,No,SW Cherokee County on Pack Mountain.
NCG11366,Pack Mountain,Mountain,Mountatins,natural - peak,Cherokee,No,"SW Cherokee County, extends SE from Pack Gap near the Polk County, Tenn., line to Signal Pole Hill. In Nantahala National Forest. Named peaks include Harris Top, Pack Top, and Signal Pole Hill."
NCG11367,Pack Top,Top,Mountain Summits,natural - peak,Cherokee,No,"SW Cherokee County in Nantahala National Forest at the NW end of Pack Mountain near the Tennessee state line. Alt. approx. 2,415."
NCG11374,Paddy Mountain,Mountain,Mountatins,natural - peak,Ashe,No,central Ashe County W of West Jefferson.
NCG11389,Paine Mountain,Mountain,Mountatins,natural - peak,Cleveland,No,"NW Cleveland County. Alt. approx. 1,975."
NCG11393,Paint Fork Gap,Gap,Gaps,natural - valley,Buncombe,No,N Buncombe County near the headwaters of Paint Fork.
NCG11396,Paint Mountain,Mountain,Mountatins,natural - peak,Swain,No,SW Swain County between Big Creek and Right Fork [Wesser Creek].
NCG11401,Painter Knob,Knob,Mountain Summits,natural - peak,Cleveland,No,"N Cleveland County. Alt. 2,323."
NCG11403,Painters Gap,Gap,Gaps,natural - valley,Rutherford,No,N Rutherford County on the NE side of Chalk Mountain. Perhaps originally Panthers Gap.
NCG11409,Palmer Mountain,Mountain,Mountatins,natural - peak,Stanly,No,NE Stanly County on a peninsula in Badin Lake.
NCG11439,Panther Flat Top,Top,Mountain Summits,natural - peak,Graham,No,mountain on Cherokee-Graham county line.
NCG11440,Panther Gap,Gap,Gaps,natural - valley,Macon,No,S Macon County between Sheep Knob and Panther Knob.
NCG11441,Panther Knob,Knob,Mountain Summits,natural - peak,Madison,No,W Madison County between Hogback Mountain and Meadow Fork.
NCG11442,Panther Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,S Transylvania County between Eby Creek and Cannon Creek.
NCG11444,Panther Spring Gap,Gap,Gaps,natural - valley,Haywood,No,"W Haywood County in Great Smoky Mountains National Park near lat. 35°36'35"" N., long. 83°03'50"" W."
NCG11447,Panther Top,Top,Mountain Summits,natural - peak,Cherokee,No,"S Cherokee County between Beech Creek and Notelly River. Alt. 2,287."
NCG11449,Panthertail Mountain,Mountain,Mountatins,natural - peak,Transylvania,No,"W Transylvania County N of Toxaway River. Alt. 4,516."
NCG11461,Park Gap,Gap,Gaps,natural - valley,Clay,No,SE Clay County between Marbleyard Ridge and Little Buck Creek.
NCG11467,Parker Gap,Gap,Gaps,natural - valley,Jackson,No,"between Neddie Knob and Cub Branch in E Jackson County. Alt. 4,038."
NCG11468,Parker Knob,Knob,Mountain Summits,natural - peak,Jackson,No,"central Jackson County between Wayehutta Creek and Moses Creek. Alt. 4,187."
NCG11469,Parker Knob,Knob,Mountain Summits,natural - peak,Haywood,No,"on the Jackson-Haywood county line. Alt. 5,420."
NCG11470,Parker Mountain,Mountain,Mountatins,natural - peak,Cherokee,No,W Cherokee County near Bearpaw Creek.
NCG11480,Parks Mountain,Mountain,Mountatins,natural - peak,Burke,No,"NW tip of Burke County. Alt. 4,066."
NCG11494,Parson Bald,Bald,Mountain Summits,natural - peak,Swain,No,"in Great Smoky Mountains National Park on Swain County, N.C.-Blount County, Tenn., line, lat. 35°31'25"" N., long. 83°53' W. Alt. 4,730."
NCG11508,Pasour (PAY-sewer) Mountain,Mountain,Mountatins,natural - peak,Gaston,No,"a ridge approx. 4 mi. long extending NE from Long Creek to Sulphur Branch in N Gaston County. Alt. 1,100."
NCG11513,Passmore Knob,Knob,Mountain Summits,natural - peak,Macon,No,E Macon County between Jack Knob and Brown Gap.
NCG11517,Pat Knob,Knob,Mountain Summits,natural - peak,Macon,No,N Macon County between Sawmill Ridge and Shepherd Creek.
NCG11531,Patterson Top,Top,Mountain Summits,natural - peak,Cherokee,No,W Cherokee County N of Hiwassee Dam and E of Anderson Creek.
NCG11538,Patton Gap,Gap,Gaps,natural - valley,Buncombe,No,SE Buncombe County between Big Flats and High Hickory Knob in the Swannanoa Mountains.
