ID,Label,Feature type,Meta-Category,Description
NCG09629,Marsh Point,Point,Landform,extends from the S mainland of Hyde County into Rose Bay.
NCG09630,Marsh Swamp,Swamp,Wetlands,rises in NW Wilson County and flows SE into Contentnea Creek.
NCG09638,Marshbourns Pond,Pond,Water,in E Wake County on Buffalo Creek.
NCG09644,Martin Bay,Bay,Water,E Pitt County in Tar River.
NCG09648,Martin Cove,Cove,Water,S Swain County on Yalaka Creek.
NCG09658,Martins Point,Point,Landform,"a projection in the S North Banks, NE Dare County, extending into Currituck Sound. Located at the mouth of Jean Guite Creek."
NCG09679,Mason Bay,Bay,Water,"N Pamlico County, in Bay River."
NCG09687,Masonboro Sound,Sound,Water,E New Hanover County between Greenville Sound and Myrtle Sound.
NCG09725,Mauls Point,Point,Landform,"small tip of land in W central Beaufort County extending into Pamlico River at the NE edge of Blounts Bay. Named for Dr. Patrick Maule (d. 1736), but earlier known as Smiths Point for a family who lived there."
NCG09726,Mauls Swamp,Swamp,Wetlands,rises in N Craven County and flows SW into Swift Creek.
NCG09727,Mauney Cove,Cove,Water,S Haywood County on the head of Mauney Cove Branch.
NCG09731,Maw Point,Peninsula,Landform,peninsula in E Pamlico County extending into Pamlico Sound and forming the SE side of Fisherman Bay.
NCG09739,Maxwells Mill Pond,Pond,Water,on Burnt Coat Creek in NE Duplin County.
NCG09743,Mayberry Hollow,Valley,Landform,valley in N central Avery County a short distance N of Cranberry.
NCG09747,Mayhew Lake,Lake,Water,"a small body of water formed by a dam on New Years Creek W of Blowing Rock, S Watauga County."
NCG09760,Mayview Lake,Lake,Water,in S Watauga County in the headwaters of Middle Fork [South Fork New River].
NCG09772,McBryde's Pond,Pond,Water,"SW Hoke County. Located on an unnamed stream that flows into Big Raft Swamp about 2 mi. NW of Antioch. Named for Thomas F. McBryde, owner."
NCG09783,McClure Cove,Cove,Water,E Haywood County on Pigeon River.
NCG09787,McCollums Pond,Pond,Water,at the head of Big Creek in E Montgomery County.
NCG09791,McCoy Cove,Valley,Landform,E Buncombe County NE of the town of Black Mountain.
NCG09793,McCoys Mill Pond,Pond,Water,E Robeson County in Big Swamp. Approx. 2 mi. long.
NCG09801,McCullers Pond,Pond,Water,S Wake County on a tributary of Middle Creek. Covers 4 acres and has a max. depth of 20 ft. One of the oldest ponds in the county.
NCG09805,McDaires Cove,Cove,Water,N Buncombe County on the NW side of McDaires Ridge. See also Lewis McDaires Knob.
NCG09823,McElroy Cove,Cove,Water,central Haywood County between Yates Cove and Toms Top.
NCG09840,McHan Cove,Valley,Landform,"a small valley heading SE of DeHart Bald, S Swain County, and draining NW into the valley of Wesser Creek."
NCG09848,McKay Island,Island,Landform,"SE Chatham County in Cape Fear River. Approx. Â½ mi. long and containing 65 acres, the island once was 100 acres in area."
NCG09851,McKenzie Pond,Pond,Water,"artificial pond in E Brunswick County. Formed approx. 1860; max. depth 10 ft.; covers 50 acres. Fed by Allen Creek and drained by Lilliput Creek, which see. Also spelled McKensie Pond."
NCG09857,McKinney Lake,Lake,Water,E Richmond County on Hitchcock Creek. Covers 65 acres.
NCG09861,McLamb Mill Pond,Pond,Water,"S Sampson County on Clear Run Swamp. Formed about 1800 and known successively as Rackley Mill Pond, as Ezzell Mill Pond, and, since about 1949, by its present name. Covers approx. 75 acres; max. depth 14 ft."
NCG09872,McMilly Swamp,Swamp,Wetlands,rises in S Brunswick County and flows W into Shallotte River.
NCG09875,McNairs Millpond,Millpond,Water,central Scotland County on Juniper Creek. Formed 1830. Covers 50 acres; max. depth 15 ft.
NCG09879,McNeils Pond,Pond,Water,SE Hoke County on Beaver Creek. Built in 1870 by J. A. McNeil. Covers 100 acres. Max. depth 8 ft.
NCG09881,McPhaul's Pond,Pond,Water,located on Little Raft Swamp in SW Hoke County. Named for owner Henry McPhaul.
NCG09902,"Meadow, The",Swamp,Wetlands,a loamy swamp in SW Johnston County.
NCG09921,Medford Cove,Cove,Water,E Haywood County between Brown Cove and Chambers Branch.
NCG09947,Melvin's Mill Pond,Pond,Water,NE Bladen County on Little Turnbull Creek.
NCG09954,Mercers Mill Pond,Stream,Water,a stream that rises in SE Brunswick County and flows SW into tidal marshes that drain into the Atlantic Ocean through Lockwoods Folly Inlet.
NCG09957,Merchants Millpond,Millpond,Water,"central Gates County on Bennetts Creek; center of a state park. Formed about 1857 by Rufus Williams and known as Williams Millpond until about 1910, when it was sold. The new owner built a store there, hence the name. Approx. 3 mi. long. Max. depth 8 ft. Sawmill and gristmill formerly operated there, but now a popular place for fishing."
NCG09962,Merkle Bay,Bay,Water,off the NW side of Cedar Island in NE Carteret County. Merkle is local pronunciation of myrtle.
NCG09963,Merkle Swamp,Swamp,Wetlands,"rises in N Sampson County and flows SE into Great Coharie Creek. Appears as Myrtle Swamp on the Kerr map, 1882."
NCG09965,Merrill Cove,Valley,Landform,S Buncombe County E of Merrill Mountain.
NCG09973,Merritt Mill Pond,Pond,Water,on Bear Marsh Branch in N Duplin County.
NCG10004,Middle Bay,Bay,Water,"in Pamlico Sound on SE side of Goose Creek Island, NE Pamlico County."
NCG10031,Middle Marshes,Islands,Landform,a group of tidal-marsh islands at the NW end of Back Sound in SE Carteret County.
NCG10043,Middle Sound,Sound,Water,E New Hanover County between Topsail sound on the N and Greenville Sound on the s.
NCG10044,Middle Swamp,Swamp,Wetlands,rises in N Greene County and flows SE on the Greene-Pitt county line into Little Contentnea Creek.
NCG10054,Midgett Island,Island,Landform,"in the waters of Pamlico Sound off the W coast of Hatteras Island, E Dare County."
NCG10069,Miles Point,Point,Landform,"S Camden County in the mouth of Pasquotank River. Named for Miles Jones, who lived nearby approx. 1840-60."
NCG10072,Milksick Cove,Cove,Water,"central Swain County, extends S from Tuckasegee River."
NCG10080,Mill Cove,Cove,Water,"NE Currituck County, is formed by the waters of Knotts Island Channel, which cuts into the E shore of Knotts Island."
NCG10096,Mill Point,Point,Landform,"N Tyrrell County, extends from River Neck into the mouth of Scuppernong River."
NCG10106,Mill Swamp,Swamp,Wetlands,rises in W Sampson County and flows SW into Little Coharie Creek.
NCG10119,Miller Cove,Cove,Water,SW Swain County on the N side of Nantahala Gorge.
NCG10122,Miller Hollow,Valley,Landform,W Macon County between Tom Bryan Cove and Deweese Creek.
NCG10125,Miller's Point,Point,Landform,"a point of land extending into Pasquotank River in S Camden County. Named for Thomas Miller, who was granted land there on January 1, 1694."
NCG10135,Mills Bay,Bay,Water,a bay in the N end of Church Island in Currituck Sound in central Currituck County.
NCG10139,Mills Pond,Pond,Water,lake in SW Wake County on Basal Creek. Originally named Norris Pond. Renamed in 1925 for the owner. Covers 58 acres and has a max. depth of 20 ft.
NCG10190,Minnesott Beach,Beach,Landform,"resort area in S Pamlico County on Neuse River. Developed by Hardison family, largely under the direction of Naaman Hardison, after World War I. Named for an Indian word said to mean ""land of sky blue water."""
NCG10204,Mirror Lake,Lake,Water,SE Macon County on Cullasaja River. Area approx. 50 acres; max. depth 40 ft.
NCG10218,Mitchell Cove,Cove,Water,W Haywood County on the head of Mitchell Cove Branch.
NCG10226,Mitchell Swamp,Swamp,Wetlands,rises in W Robeson County and flows S into South Carolina.
NCG10227,Mitchell's Island,Island,Landform,"W Craven County in Trent River. Size: 361 acres, partly cultivated; the remainder is swamp."
NCG10230,Mitcheners Pond,Pond,Water,"W Franklin County on Buffalo Creek. Formed in 1907. Covers 50 acres, with a max. depth of 12 ft."
NCG10235,Mixon Bay,Bay,Water,E Beaufort County E of Bayview and opening into Pamlico River.
NCG10239,Mobley Point,Point,Landform,extends from W Carteret County into White Oak River.
NCG10245,Moccasin Swamp,Swamp,Wetlands,rises in E Johnston County and W Wayne County and flows S on the Johnston-Wayne county line into Neuse River.
NCG10262,Mon Swamp,Swamp,Wetlands,in SE Tyrrell County.
NCG10267,Money Island,Island,Landform,"E New Hanover County in Greenville Sound W of Wrightsville Beach. Several acres in area, it is the traditional hiding place of pirate treasure."
NCG10268,Money Island Bay,Bay,Water,"in Bogue Sound, S Carteret County between Atlantic Beach and Tar Landing Bay and opposite Morehead City."
NCG10269,Money Island Swamp,Swamp,Wetlands,rises in central Carteret County and flows SW into Black Creek.
NCG10271,Monie Swamp,Swamp,Wetlands,is formed in S Columbus County by Gum Swamp and Beaverdam Swamp. It flows S to join Big Cypress Swamp in forming Seven Creeks.
NCG10272,Monkey Island,Island,Landform,"in Currituck Sound, N Currituck County 4 mi. E of Church Island. Approx. Â½ mi. square. Site of an old hunting lodge. Appears on the Collet map, 1770."
NCG10278,Monroes Millpond,Millpond,Water,N Scotland County on Jordans Creek. Formed about 1825; known in the 1850s as McWilliams Pond. Covers 70 acres; max. depth 14 ft. Owned by Fayetteville Presbytery and used as a recreation area.
NCG10303,Moody Cove,Valley,Landform,N Buncombe County W of Pine Mountain.
NCG10316,Moore Cove,Valley,Landform,between Bear Branch and Seniard Mountain in NW Henderson County.
NCG10324,Moore's Lake,Lake,Water,central Anson County. Formed 1948. Fed by two springs. Covers 11 acres; max. depth 24 ft. Fishing and boating. Took its name from owner Bernard W. Moore.
NCG10331,Moores Pond,Pond,Water,"S Franklin County on Little River. Covers 100 acres, with a max. depth of 10 ft."
NCG10335,Moose Cove,Cove,Water,central Cherokee County.
NCG10348,Morgan Bay,Bay,Water,in central Onslow County in New River.
NCG10351,Morgan Cove,Cove,Water,SW Buncombe County SW of Luthers.
NCG10374,Morris Pond,Pond,Water,"on Juniper Creek, SE Lee County. Formed about 1865. Covers 25 acres; max. depth 8 ft. Formerly a millpond, now used for fishing, swimming, and boating."
NCG10387,Morse Point,Point,Landform,a neck of land extending from Virginia into the mouth of North Landing River in NE Currituck County.
NCG10399,Moseley's Cove,Cove,Water,"S Pender County on Northeast Cape Fear River. Adjacent land once was owned by Edward Moseley (1682-1749), colonial surveyor general and member of the governor's council."
NCG10413,Mossey Islands,Islands,Landform,"in Currituck Sound off the W shore of Currituck Banks, SE Currituck County."
NCG10418,Mott Swamp,Swamp,Wetlands,rises in E Lenoir County and flows N into Southwest Creek.
NCG10471,Mount Pleasant Point,Point,Landform,"extends from E Onslow County into White Oak River about 20 ft. above the water. Named for the pre-Revolutionary plantation of Emanuel Jones. Also known as Montford Point, which see, in recent years."
NCG10498,Mountain Island Lake,Lake,Water,"on the Catawba River, Gaston and Mecklenburg Counties. Formed 1922-24. Covers 3,235 acres, with a shoreline of 61 mi. Owned by Duke Energy and site of hydroelectric power plant. See also Mount Heckler."
NCG10538,Mulberry Bay,Bay,Water,SW Carteret County in Bogue Sound between Banks Channel and Bogue Inlet.
NCG10544,Mulberry Island,Island,Landform,"was former island and plantation on N side of Dan River in Rockingham County. Owned by Thomas Settle Jr., N.C. Supreme Court justice. No longer extant."
NCG10545,Mulberry Point,Point,Landform,on the S shore of the Neuse River about 5 mi. upstream from its mouth between Cedar Bay and Turnagain Bay in N Carteret County.
NCG10553,Mullet Pond,Bay,Water,"a bay on the extreme W end of Shackleford Banks, S Carteret County."
NCG10558,Mumford Point,Point,Landform,"central Onslow County about 2 mi. S of the city of Jacksonville, the point of land between the junction of New River and Northeast Branch. Now within the Camp Lejeune reservation."
NCG10560,Munday Cove,Cove,Water,"central Buncombe County, extends NW from Iron Ore Ridge to Reems Creek."
NCG10567,Murphy Bay,Swamp,Wetlands,a swamp in E Bladen County SE of Black Lake. See also Carolina Bays.
NCG10573,Murray Cove,Cove,Water,S Haywood County on a tributary of Little East Fork Pigeon River.
NCG10578,Mush Island,Island,Landform,"a sandy formation about 2Â¼ mi. long and 1Â¼ mi. wide, surrounded by silty clay, on the banks of the Roanoke River SE of Weldon, NE Halifax County. The Collet map, 1770, shows Raglins Ferry at the site; called Prides Ferry on the Price map, 1808."
NCG10588,Myatts Pond,Pond,Water,S Wake County on Black Creek. Covers 44 acres and has max. depth of 12 ft. Used for recreation and as a power source.
NCG10591,Myra Lake,Lake,Water,SE Wake County on Marks Creek. Formed in 1900. Covers 50 acres and has max. depth of 15 ft. Used for recreation.
NCG10594,Myrtle Grove Island,Island,Landform,tidal-marsh island in SE Onslow County just inside Bear Inlet.
NCG10596,Myrtle Island,Island,Landform,"in Bogue Sound, W Carteret County S of Burthen Channel."
NCG10598,Myrtle Sound,Sound,Water,SE New Hanover County. Also known as Myrtle Grove Sound. See also Snows Cut.
NCG10607,Nahunta Swamp,Swamp,Wetlands,"rises in E Johnston County and flows E across NE Wayne County and NE into Contentnea Creek in W Greene County. It is mentioned under various spellings as early as 1711 as Norhanty, Norrihunta, and No Honey. Appears on the Collet map, 1770, as Beaverdam Swamp in N Wayne County. It is not shown as such on subsequent maps. The name is either originally or in corrupted form a Tuscarora Indian word, perhaps from Kahunshe Wakena (Black Creek)."
