id,label,pronunciation,description,County,feature_type
NCG10295,Monticello,,"former community and post office in SW Washington County approx. 1½ mi. N of the Tare-over. Settled prior to 1886; post office, 1893-96.",Washington,FormerCommunity
NCG10296,Montland,,"community in W Alleghany County served by post office, 1892-1904.",Alleghany,Community
NCG10297,Montpelier,,See Wagram.,,Reference
NCG10298,Montreat,,"town in NE Buncombe County on Flat Creek. Alt. 2,500. Est. by Mountain Retreat Association, chartered 1897. Montreat is derived from the words ""Mountain Retreat."" Later acquired by Presbyterian Church and now operated as its Assembly Grounds (4,500 acres). Historical Foundation (library and museum) and Montreat College are there. Inc. 1967.",Buncombe,Town
NCG10299,Montrose,,community in W Hoke County. Alt. 483.,Hoke,Community
NCG10300,Montvale,,community in SW Transylvania County.,Transylvania,Community
NCG10301,Moody Branch,,rises in E Cherokee County and flows S into Peachtree Creek.,Cherokee,Branch
NCG10302,Moody Branch,,rises in NE Swain County and flows N into Bunches Creek.,Swain,Branch
NCG10303,Moody Cove,,N Buncombe County W of Pine Mountain.,Buncombe,Valley
NCG10304,Moody Gap,,on the Buncombe-Madison county line E of Moody Knob.,Buncombe|Madison,Gap
NCG10305,Moody Knob,,NW Jackson County between Camp Creek and Hyatt Cove.,Jackson,Knob
NCG10306,Moody Mountain,,S Yancey County between Bowlens and Cattail Creeks.,Yancey,Mountain
NCG10307,Moody Stamp,,NE Cherokee County in the Snowbird Mountains.,Cherokee,MountainFeature
NCG10308,Moody Top,,"W Haywood County between Fie Top and Hemphill Creek. Alt. 5,320.",Haywood,Top
NCG10309,Moodys Mill Creek,,rises in SW Watauga County and flows NE into Spice Bottom Creek.,Watauga,Creek
NCG10310,Moon Creek,,rises in W Caswell County and flows NE into Dan River.,Caswell,Creek
NCG10311,Mooney Branch,,rises in S Macon County and flows SE into Hemp Patch Branch.,Macon,Branch
NCG10312,Mooney Gap,,at the head of Mooney Branch in S Macon County.,Macon,Gap
NCG10313,Moore,,"community in W Orange County served by post office, 1897-1905.",Orange,Community
NCG10314,Moore Branch,,rises in S Watauga County and flows NW into Middle Fork [South Fork New River].,Watauga,Branch
NCG10315,Moore County,,"was formed in 1784 from Cumberland County. Located in the S central section of the state, it is bounded by Cumberland, Harnett, Hoke, Scotland, Richmond, Montgomery, Randolph, Chatham, and Lee Counties. It was named for Capt. Alfred Moore (1755-1810) of Brunswick County, a Revolutionary War soldier and a judge on the U.S. Supreme Court. Area: 760 sq. mi. County seat: Carthage, with an elevation of 575 ft. Townships are Carthage, Bensalem, Sheffields, Ritters, Deep River, Greenwood, McNeills, Sandhills, Mineral Springs, Little River. Produces corn, wheat, hay, oats, poultry, eggs, livestock, hogs, carpets, hosiery, textiles, canned foods, furniture, pyrophyllite, sand, clay, and gravel.",,County
NCG10316,Moore Cove,,between Bear Branch and Seniard Mountain in NW Henderson County.,Henderson,Valley
NCG10317,Moore Creek,,rises in SW Buncombe County near Stony Knob and flows SE into Hominy Creek.,Buncombe,Creek
NCG10318,Moore Creek,,rises in SW Macon County and flows SW into Nantahala River. Also known locally as Jarrett Creek.,Macon,Creek
NCG10319,Moore Gap,,"on the Madison-Yancey county line near the head of Possumtrot Creek. Alt. approx. 3,100.",Madison|Yancey,Gap
NCG10320,Moore Inlet,,NE New Hanover County between Mason Inlet on the N and Masonboro Inlet on the s. The waters of Middle Sound enter the Atlantic Ocean through the inlet. Sometimes known as Wrightsville Inlet.,New Hanover,Inlet
NCG10321,Moore Knob,,E Macon County between Ellijay Creek and North Prong Ellijay Creek.,Macon,Knob
NCG10322,Moore Mountain,,central Avery County.,Avery,Mountain
NCG10323,Moore Springs Branch,,"in Great Smoky Mountains National Park, rises in NW Swain County and flows SW into Twentymile Creek.",Swain,Branch
NCG10324,Moore's Lake,,central Anson County. Formed 1948. Fed by two springs. Covers 11 acres; max. depth 24 ft. Fishing and boating. Took its name from owner Bernard W. Moore.,Anson,Lake
NCG10325,Moores Beach,,"community in E Beaufort County on the N shore of Pamlico River, 35°23'51"" N., 76°37'15"" W. Formerly known also as Wade Point and Wades Point.",Beaufort,Community
NCG10326,Moores Branch,,rises in central Clay County between Church Branch and Moss Branch and flows S into Tusquitee Creek.,Clay,Branch
NCG10327,Moores Corner,,community in S Pamlico County.,Pamlico,Community
NCG10328,Moores Creek,,"rises in NW Pender County and flows S into Black River. Sometimes referred to as Widow Moores Creek in the eighteenth century; probably named for the ""Widow Eliz Moore,"" who owned land adjacent as early as 1735. It was on the stream that the Battle of Moores Creek Bridge was fought on February 27, 1776, the first battle of the Revolutionary War in North Carolina. See also Currie.",Pender,Creek
NCG10329,Moores Crossroads,,community in W Wilson County near the head of Lee Swamp.,Wilson,Community
NCG10330,Moores Knob,,"in the Sauratown Mountain range, W Stokes County in Hanging Rock State Park. See also Tories Den.",Stokes,Knob
NCG10331,Moores Pond,,"S Franklin County on Little River. Covers 100 acres, with a max. depth of 10 ft.",Franklin,Pond
NCG10332,Moores Spring,,"former community and resort in W Stokes County on Cascade Creek. Flourished from about 1870 until the early twentieth century. The hotel burned about 1935, and the site is now a popular campground. Bottled water from the spring was widely marketed.",Stokes,FormerCommunity
NCG10333,Mooresboro,,"community in W Cleveland County. Alt. 970. Settled in 1780s; inc. 1885. Charter repealed 1943. Named for Lem Moore, an early settler.",Cleveland,Community
NCG10334,Mooresville,,See Warsaw.,,Reference
NCG10335,Moose Cove,,central Cherokee County.,Cherokee,Cove
NCG10336,Mooshaunee,,community in N Moore County founded around railroad siding and school.,Moore,Community
NCG10337,Moratock,,"community in W Montgomery County served by post office, 1892-1926.",Montgomery,Community
NCG10338,Morattico River,,See Roanoke River.,,Reference
NCG10339,Moratuc,,"village of the Moratuc Indian tribe on the Roanoke River near the present junction of Bertie, Martin, and Washington Counties. Appears on the White map, 1585; the Velasco map, 1611; and the Smith map, 1624. See also Roanoke River.",Bertie|Martin|Washington,NativeAmericanSettlement
NCG10340,Moravian Creek,,rises in S Wilkes County and flows NE into Yadkin River. Named for the fact that Moravians had a grant from Earl Granville (see Granville District) there in the eighteenth century.,Wilkes,Creek
NCG10341,Moravian Falls,,"community in S Wilkes County between Moravian and Cub Creeks. Alt. 1,206. Est. in the late eighteenth century and named for the nearby waterfall.",Wilkes,Community
NCG10342,Moravian Falls Township,,S Wilkes County.,Wilkes,Township
NCG10343,Morehead,,See Rudd.,,Reference
NCG10344,Morehead Bluffs,,See Edgewater.,,Reference
NCG10345,Morehead City,,"town in S central Carteret County on Bogue Sound and Newport River. Summer resort and the only deep-sea port in the state N of Wilmington; state port facilities are there. Inc. 1861 and named for John Motley Morehead (1796-1866), governor of North Carolina, who had bought land there in 1853 as the terminus of a newly inc. railroad. Ships are built there; produces asphalt and apparel. The site was formerly known as Shepherds’ Point, which see. Alt. 16.",Carteret,Town
NCG10346,Morehead Township,,central Guilford County. Named for Governor John Motley Morehead (1796-1866) of Greensboro. Covers most of the W half of Greensboro.,Guilford,Township
NCG10347,Moretz,,"community in NE Watauga County on Meat Camp Creek. A post office operated there, 1849-1910.",Watauga,Community
NCG10348,Morgan Bay,,in central Onslow County in New River.,Onslow,Bay
NCG10349,Morgan Branch,,rises in N Buncombe County and flows N into McKinney Branch.,Buncombe,Branch
NCG10350,Morgan Branch,,rises in central Clay County and flows NW then SW into Cold Branch.,Clay,Branch
NCG10351,Morgan Cove,,SW Buncombe County SW of Luthers.,Buncombe,Cove
NCG10352,Morgan Creek,,rises in S Pender County and flows SW into Long Creek.,Pender,Creek
NCG10353,Morgan District,,"at the time of the 1790 census, was composed of Burke, Lincoln, Rutherford, and Wilkes Counties.",,District
NCG10354,Morgan Hill,,peak in S Transylvania County near the mouth of Cherryfield Creek.,Transylvania,Mountain
NCG10355,Morgan Hill,,community in N Buncombe County.,Buncombe,Community
NCG10356,Morgan Mill Creek,,rises in S Transylvania County and flows SE then NE into French Broad River.,Transylvania,Creek
NCG10357,Morgan Mills Ford,,"N Union County on Rocky River. Site of a large gristmill dating from the middle of the nineteenth century. The building and machinery still stand, but the mill no longer operates.",Union,Transportation
NCG10358,Morgan Ridge,,"N Buncombe County, an extension of Bill Cole Mountain.",Buncombe,Ridge
NCG10359,Morgan Township,,NW Rutherford County.,Rutherford,Township
NCG10360,Morgan's Branch,,rises in N Wilson County and flows SE into Cattail Swamp.,Wilson,Branch
NCG10361,Morgan's Mills,,community in NE Union County.,Union,Community
NCG10362,Morganton,,"town and county seat, central Burke County. Est. 1784 as Morgansborough. Alt. 1,182. Named for Gen. Daniel Morgan (1736?-1802), Revolutionary War leader. Western Piedmont Community College, est. 1966, is located there. Produces furniture, electronic components, hosiery, apparel, textiles, and dairy products.",Burke,Town
NCG10363,Morganton Township,,S central Burke County.,Burke,Township
NCG10364,Morgantown,,community in E Carteret County near the NW limits of Newport.,Carteret,Community
NCG10365,Moriah,,community in SE Person County.,Person,Community
NCG10366,Morlin Mountain,,"N Rutherford County between Cane Creek and the head of South Creek. Alt. approx. 2,100.",Rutherford,Mountain
NCG10367,Morning Star,,community in E Haywood County on the head of Allens Creek.,Haywood,Community
NCG10368,Morning Star Township,,"former township in SE Mecklenburg County, now township no. 13.",Mecklenburg,FormerCommunity
NCG10369,Morris Creek,,rises in NE Cherokee County and flows SE and SW into Valley River.,Cherokee,Creek
NCG10370,Morris Field Air Base,,"in Charlotte, central Mecklenburg County, was dedicated April 21, 1941, and used to train combat pilots during World War II. Named for Maj. William C. Morris of Cabarrus County, distinguished World War I pilot. Property returned to city of Charlotte in 1946 for use as municipal airport.",Mecklenburg,MilitaryBase
NCG10371,Morris Knob,,S Wilkes County at the SW end of Gill Mountain.,Wilkes,Knob
NCG10372,Morris Landing,,community in SW Onslow County on Stump Sound.,Onslow,Community
NCG10373,Morris Mountain,,N Montgomery County between Bundle Mountain and Barnes Creek.,Montgomery,Mountain
NCG10374,Morris Pond,,"on Juniper Creek, SE Lee County. Formed about 1865. Covers 25 acres; max. depth 8 ft. Formerly a millpond, now used for fishing, swimming, and boating.",Lee,Pond
NCG10375,Morris Run,,rises in SW Beaufort County and flows NW into Chocowinity Creek.,Beaufort,Run
NCG10376,Morrison,,community in S Richmond County.,Richmond,Community
NCG10377,Morrison Creek,,rises in W Iredell County and flows E into Fourth Creek. Formerly known as Middle Fourth Creek.,Iredell,Creek
NCG10378,Morrison's Tan Yard,,"community in SE Mecklenburg County served by post office, 1820-71.",Mecklenburg,Community
NCG10379,Morristown,,See Asheville.,,Reference
NCG10380,Morrisville,,"town in W Wake County on Crabtree Creek. Settled 1840; chartered in 1875 and named for Jerry Morris, who owned the town site. Charter repealed in 1933. Reincorporated in 1947. Alt. 304.",Wake,Town
NCG10381,Morrosenean,,"community in W Robeson County served by post office, 1871-1901.",Robeson,Community
NCG10382,Morrow Branch,,rises in S Madison County and flows S into Little Sandymush Creek.,Madison,Branch
NCG10383,Morrow Creek,,rises in S Rutherford County and flows NE into Second Broad River.,Rutherford,Creek
NCG10384,Morrow Gap,,W Cherokee County between Shuler and Sular Creeks.,Cherokee,Gap
NCG10385,Morrow Mountain State Park,,"E Stanly County on Yadkin and Pee Dee Rivers. 4,135 acres. Est. 1935 on land given in large part by James McKnight Morrow. Former Naked Mountain, which see, renamed Morrow Mountain. Scenic, recreational area; picnicking, swimming, fishing, tent and trailer camping, boating, hiking, nature study, museum, restaurant, and recreation lodge. There are several peaks (Mill Mountain, Sugarloaf Mountain, and Tater Top Mountain) in the park, none of which is over 1,050 ft. in alt.",Stanly,Park
NCG10386,Morrow's Turnout,,"community in SW Mecklenburg County. Formerly known as Mount Moriah (post office, 1830-31, 1849-52), Mount Leer (post office, 1831-49), and since 1852 Pineville.",Mecklenburg,Community
NCG10387,Morse Point,,a neck of land extending from Virginia into the mouth of North Landing River in NE Currituck County.,Currituck,Point
NCG10388,Mortimer,,"town in W Caldwell County. Inc. 1907, but long inactive in municipal affairs. Alt. 1,502. Largely a ghost town. Est. in connection with a lumber mill.",Caldwell,Town
NCG10389,Morton Creek,,rises in W Transylvania County and flows SE into South Fork Flat Creek.,Transylvania,Creek
NCG10390,Morton Township,,"former township in NW Alamance County, now township no. 4.",Alamance,FormerCommunity
NCG10391,Mortons Store,,"community in N Alamance County served by post office, 1852-1906.",Alamance,Community
NCG10392,Morven,,"town in SE Anson County. Inc. 1883. Post office est. there in 1823 and named for Morven, Scotland, home of the mother of Hugh McKenzie, first postmaster. Alt. 341.",Anson,Town
NCG10393,Morven Township,,SE Anson County.,Anson,Township
NCG10394,Moscow,,"community in NW Bladen County served by post office, 1892-1907.",Bladen,Community
NCG10395,Moseley County,,"In about 1907 an unsigned petition was presented to the General Assembly proposing that a county be created from portions of Lenoir, Wayne, and Greene Counties, with the county seat at LaGrange. It was to be named for William D. Moseley (1795-1863), who was born near LaGrange and who was governor of Florida, 1845-49. The General Assembly apparently never acted on the petition.",,County
NCG10396,Moseley Creek,,"rises in NW Lenoir County and flows SE into Falling Creek. Named for Matthew Moseley, who settled there about 1770.",Lenoir,Creek
