id,label,feature type,general watertype,description
NCG10662,Neals Creek,Creek,Stream,rises in SE Yancey County and flows NW into Big Lost Cove Creek.
NCG10665,Neatman Creek,Creek,Stream,rises in S central Stokes County and flows S into Town Fork Creek.
NCG10669,Ned Branch,Branch,Stream,rises in central Haywood County and flows SE into Hemphill Creek.
NCG10671,Neddie Creek,Creek,Stream,rises in E Jackson County and flows SE into Tuckasegee River.
NCG10674,Neds Creek,Creek,Stream,rises in W Carteret County and flows W into Koonces Bay of White Oak River.
NCG10680,Needmore Branch,Branch,Stream,rises in S Clay County and flows N into Shooting Creek.
NCG10684,Negro Prong,Prong,Stream,rises in W Transylvania County and flows NE into Catheys Creek.
NCG10687,Neills Creek,Creek,Stream,"rises in S Wake County and flows SW in N Harnett County into Cape Fear River. Named for Red Neill McNeill, who settled along its banks in 1740."
NCG10695,Nelson Branch,Branch,Stream,rises in E central Union County and flows NE into Rays Fork.
NCG10702,Ness Creek,Creek,Stream,rises in N New Hanover County and flows SW into Cape Fear River.
NCG10705,Nettle Branch,Branch,Stream,rises in S Burke County and flows N into Jacob Fork.
NCG10706,Nettle Creek,Creek,Stream,rises in NW Haywood County and flows NE into Big Creek.
NCG10707,Nettle Creek,Creek,Stream,"in Great Smoky Mountains National Park, rises in N Swain County and flows SW into Deep Creek."
NCG10715,Neuse River,River,Stream,"is formed in W Durham County by the junction of Eno and Flat Rivers. It flows se, forming in part the Durham-Granville and Durham-Wake county lines; then through Wake, Johnston, Wayne, Lenoir, and Craven Counties, forming in part the Craven-Pamlico and Carteret-Pamlico county lines before entering Pamlico Sound. Named in 1584 by Arthur Barlowe for the Neusiok Indians. The Tuscarora Indians called the river Gow-ta-no (pine in water)."
NCG10721,Nevil Creek,Creek,Stream,"rises in central Beaufort County and flows N into Pamlico River. Appears as Turners Creek on the Collet map, 1770, but the MacRae map, 1833, calls it Nevil Creek."
NCG10722,Neville Creek,Creek,Stream,"rises in N Chatham County and flows N into Orange County, where it enters University Lake."
NCG10725,New Begun Creek,Creek,Stream,"rises in S Pasquotank County and flows SE into Pasquotank River. Mentioned in records of the area as early as 1660. The name Newbiggin is a common place name in the N of England, but in this case it may represent an attempt to spell in English the Indian name. Appears as New Began Creek on the Collet map, 1770, and as New Beggin Creek on the Price map, 1808, and the MacRae map, 1833. See also Weeksville."
NCG10733,New Branch,Branch,Stream,rises in N Avery County and flows NE into Buckeye Creek.
NCG10745,New Hope Creek,Creek,Stream,"rises in central Orange County and flows E into W Durham County. There it turns SE and flows into Chatham County, where it becomes New Hope River, which see. Appears as New River on the Moseley map, 1733, but by 1770 (Collet map) appears as New-hope Creek."
NCG10747,New Hope River,River,Stream,"the name applied to New Hope Creek in E Chatham County from the mouth of Whiteoak Creek to its confluence with Haw River, a distance of approx. 8 mi. See also New Hope Creek."
NCG10754,New Lake Fork,Fork,Stream,flows SE from the S shore of Alligator Lake in N Hyde County and along the Hyde-Tyrrell county line to empty into Alligator River. N section also known as Squyars Canal.
NCG10758,New Light Creek,Creek,Stream,"rises in SE Granville County and flows SW into N Wake County, where it enters Neuse River. Shown on Collet map, 1770, as Newlight Creek."
NCG10765,New River,River,Stream,"rises in NW Onslow County near the Jones County line and flows SE across the county into Onslow Bay of the Atlantic Ocean. Appears as Corani River on the Moll map, 1729, and as New River on the Moseley map, 1733. Tradition says that it was originally a long lake in a swampy area, but after an extended period of torrential rain, the lake overflowed into the Atlantic Ocean and became a new river. Camp Lejeune Marine Base is near the mouth of New River."
NCG10775,New Years Creek,Creek,Stream,"rises in S Watauga County on the W limits of the town of Blowing Rock and flows S into N Caldwell County, where it enters Thunderhole Creek."
NCG10778,Newberry Creek,Creek,Stream,rises in W McDowell County and flows SE into Curtis Creek.
NCG10784,Newfound Creek,Creek,Stream,rises on the Buncombe-Haywood county line near Newfound Gap and flows NE into French Broad River.
NCG10790,Newland Drainage Canal,Canal,Waterway,"in Newland Township in NW Pasquotank County, drains E into Pasquotank River."
NCG10799,Newport River,River,Stream,"rises in W Carteret County and flows about 23 mi. E and SE into the central part of the county, where it enters Bogue Sound. Appears as Coranine River on the Lawson map, 1709, but as Newport River on the Moseley map, 1733."
NCG10815,Nichols Branch,Branch,Stream,rises in S Macon County and flows NE into Tessentee Creek.
NCG10816,Nichols Branch,Branch,Stream,rises in SW Macon County and flows NE into Nantahala River.
NCG10818,Nicholson Creek,Creek,Stream,rises in central Transylvania County and flows SE into French Broad River.
NCG10819,Nicholsons Creek,Creek,Stream,rises in N Hoke County and flows S into Rockfish Creek.
NCG10822,Nick Branch,Branch,Stream,rises in NE Cherokee County and flows N into Radder Creek.
NCG10823,Nick Creek,Creek,Stream,rises in S Haywood County and flows SE into West Fork Pigeon River.
NCG10825,Nickajack Creek,Creek,Stream,rises in E Macon County and flows NE into Cullasaja River.
NCG10833,Nigger Spring,Spring,Stream,"S Haywood County, a spring on the head of Little East Fork Pigeon River. In 2003 state legislature directed county to rename spring."
NCG10834,Niggerhead Creek,Creek,Stream,rises in E Union County and flows NW into Richardson Creek. In 2003 state legislature directed county to rename creek; now also known as Salem Creek.
NCG10848,Nix Creek,Creek,Stream,rises in S Jackson County on N slopes of Sassafras Mountain and flows NE into Sapphire Lake.
NCG10852,Nixons Mill Creek,Creek,Stream,"flows SE from Old Topsail Creek into Topsail Sound, S Pender County."
NCG10857,No Business Creek,Creek,Stream,rises in NW Cleveland County and flows SW into First Broad River.
NCG10859,No Creek,Creek,Stream,"rises in S Davie County and flows S 4 mi. into Dutchmans Creek. It is said that an early settler bought land there, and the deed called for a creek. He complained that he found no creek on his land, but later, when he discovered one, it came to be called No Creek."
NCG10862,Noah Branch,Branch,Stream,"rises in SE Buncombe County and flows SE into Rutherford County, where it enters Cedar Creek."
NCG10873,Noland Creek,Creek,Stream,"Great Smoky Mountains National Park, rises in N Swain County on Noland Divide and flows SE then SW into Tuckasegee River. Named for Andrew Noland, first settler along its banks."
NCG10877,Nolen Creek,Creek,Stream,rises in W Haywood County and flows SE into Richland Creek.
NCG10878,Nolichucky River,River,Stream,"is formed on the Mitchell-Yancey county line by the junction of Toe River and Cane River. It flows N and W along the county line and into Tennessee, where it enters the French Broad River."
NCG10888,Norrington's Falls,Falls,Stream,"in Cape Fear River in N central Harnett County. In an 1819 survey of the rivers of North Carolina, the N end, near the confluence of Hector Creek with the river, is called Norrington's Upper Falls; the S end, near the confluence of Neals Creek with the river, is called Norrington's Lower Falls."
NCG10890,Norris Branch,Branch,Stream,rises in central Watauga County and flows SE and NE into Howard Creek.
NCG10891,Norris Branch,Branch,Stream,rises in N Yancey County and flows N into Nolichucky River.
NCG10892,Norris Creek,Creek,Stream,rises in S Franklin County and flows SE and NE into Crooked Creek.
NCG10893,Norris Fork,Fork,Stream,rises in N Watauga County on Rich Mountain and flows SE into Meat Camp Creek.
NCG10903,North Buffalo Creek,Creek,Stream,rises in central Guilford County and flows NE through the city of Greensboro to join South Buffalo Creek in forming Buffalo Creek in NE Guilford County.
NCG10911,North Cox Creek,Creek,Stream,rises in N Yancey County and flows NW into Cane Creek.
NCG10912,North Creek,Creek,Stream,"rises near Ransomville, E Beaufort County, and flows SE into Pamlico River. Appears as North Dividing Creek on the Collet map, 1770."
NCG10913,North Deep Creek,Creek,Stream,rises in N Yadkin County and flows SE to join South Deep Creek in forming Deep Creek.
NCG10915,North Double Creek,Creek,Stream,rises in W Stokes County and flows E into Dan River.
NCG10921,North Flat River,River,Stream,rises in central Person County and flows SW into Flat River.
NCG10922,North Fork,Fork,Stream,rises in NE Rutherford County and flows SW into First Broad River.
NCG10924,North Fork Cattail Creek,Creek,Stream,rises in S Yancey County and flows SW to join South Fork Cattail Creek in forming Cattail Creek.
NCG10925,North Fork Clear Creek,Creek,Stream,"rises in SE Mecklenburg County and flows NE into SW Cabarrus County, E through Union County, and S into Clear Creek."
NCG10926,North Fork Coweeta Creek,Creek,Stream,rises in S Macon County and flows SE into Coweeta Creek.
NCG10928,North Fork Crooked Creek,Creek,Stream,"rises in SE Mecklenburg County and flows E into N Union County, where it joins South Fork Crooked Creek in forming Crooked Creek."
NCG10929,North Fork Flat Creek,Creek,Stream,rises in W Transylvania County and flows SE into Flat Creek.
NCG10930,North Fork French Broad River,River,Stream,is formed in W Transylvania County by the junction of Indian and Shoal Creeks and flows SE to join West Fork French Broad River in forming French Broad River.
NCG10931,North Fork Hawk Branch,Branch,Stream,rises in N Yancey County and flows SW into Hawk Branch.
NCG10932,North Fork Ivy Creek,Creek,Stream,rises in NE Buncombe County and flows SW to join Dillingham Creek in forming Ivy Creek. Known also as Big Ivy Creek.
NCG10933,North Fork Jones Creek,Creek,Stream,rises in SW Anson County and flows E to join South Fork Jones Creek in forming Jones Creek.
NCG10934,North Fork Little River,River,Stream,"rises in N Orange County and flows SE into NW Durham County, where it joins South Fork Little River in forming Little River."
NCG10935,North Fork Mitchell River,River,Stream,rises in NW Surry County and flows SE into Mitchell River.
NCG10936,North Fork Mountain Creek,Creek,Stream,rises in E Catawba County and flows SE to join South Fork in forming Mountain Creek.
NCG10937,North Fork Nahunga Creek,Creek,Stream,rises in W Duplin County and flows SE into Nahunga Creek.
NCG10938,North Fork New River,River,Stream,"rises in N Watauga County and flows NE into Ashe County, where it joins South Fork New River on the Ashe-Alleghany county line to form New River."
NCG10939,North Fork of Rattle Snake Creek,Creek,Stream,rises in central Caswell County and flows NE to join South Fork of Rattle Snake Creek in forming Rattle Snake Creek.
NCG10940,North Fork Reddies River,River,Stream,rises in NW Wilkes County and flows SE to join Middle Fork Reddies River in forming Reddies River.
NCG10941,North Fork Rock Creek,Creek,Stream,rises in S Yancey County and flows SE to join Middle Fork Rock Creek in forming Rock Creek.
NCG10942,North Fork Sawyer Creek,Creek,Stream,rises in N Watauga County and flows SW into Sawyer Creek.
NCG10943,North Fork Tar River,River,Stream,"rises in central Granville County and flows SW into Tar River. Appears as Heartline Creek on the Collet map, 1770."
NCG10945,North Fork Tucker Creek,Creek,Stream,rises in W Transylvania County and flows SE into Tucker Creek.
NCG10946,North Fork [Big Pine Creek],Fork,Stream,rises in S Madison County on the W side of Fork Mountain and flows NE to join South Fork in forming Big Pine Creek.
NCG10947,North Fork [Carvers Branch],Fork,Stream,rises in S Mitchell County and flows SW into Carvers Branch.
NCG10948,North Fork [Catawba River],Fork,Stream,rises in NE McDowell County and flows S into Lake James on Catawba River.
NCG10949,North Fork [Chambers Creek],Fork,Stream,rises in W Swain County and flows SE into Chambers Creek.
NCG10950,North Fork [Cove Creek],Fork,Stream,rises in N Watauga County and flows SE into Cove Creek.
NCG10951,North Fork [Duck Creek],Fork,Stream,rises in NW Alexander County and flows S into Duck Creek. Known locally as White Creek.
NCG10952,North Fork [Grassy Creek],Fork,Stream,rises in S Mitchell County and flows SE into Middle Fork Grassy Creek.
NCG10953,North Fork [Scott Creek],Fork,Stream,rises in N Jackson County and flows SW into Scott Creek.
NCG10954,North Fork [Skeenah Creek],Fork,Stream,rises in S Macon County near Blaine Knob and flows SE to join South Fork [Skeenah Creek] in forming Skeenah Creek.
NCG10955,North Fork [Swannanoa River],Fork,Stream,rises in NE Buncombe County near Balsam Gap and flows S into Swannanoa River. Part of the Asheville watershed.
NCG10956,North Fork [Whitewater River],Fork,Stream,"rises in S Jackson County and flows SE into South Carolina, where it enters Whitewater River."
NCG10958,North Harper Creek,Creek,Stream,rises in SE Avery County in Boone Wildlife Management Area and flows SE to join South Harper Creek in forming Harper Creek near the Caldwell County line.
NCG10960,North Hominy Creek,Creek,Stream,rises in E Haywood County in Worley Cove and flows SW into Hominy Creek.
NCG10962,North Hyco Creek,Creek,Stream,"rises in S Caswell County and flows NE into Person County, where it joins South Hyco Creek in forming Hyco River."
NCG10964,North Landing River,River,Stream,"rises in Princess Anne County, Va., and flows S into Currituck County, where it enters Currituck Sound. The Intracoastal Waterway connects James River and North Landing River."
NCG10965,North Leopard Creek,Creek,Stream,rises in E Carteret County and flows NW into North River.
NCG10967,North Muddy Creek,Creek,Stream,rises in central McDowell County and flows NE to join South Muddy Creek in forming Muddy Creek near the Burke County line.
NCG10971,North Prong Creek,Creek,Stream,"rises in SE Guilford County and flows NE into Alamance County, where it enters Stinking Quarter Creek."
NCG10972,North Prong Ellijay Creek,Creek,Stream,rises in E Macon County and flows SW into Ellijay Creek.
