name,wikidata_id,human,discogs_id,type,originate_from,ncg_id,Period (start),Period (end),genre,description
The Rosebuds,Q7761573,FALSE,723451,rock group,Raleigh,NCG12430,2001,2014,indie rock,"The Rosebuds were an American indie rock band from Raleigh, North Carolina, United States, that recorded and performed from 2001 to 2014. (Not to be confused with the vocal group of the same name who recorded for George Goldner's Gee Records in the 1950s.) Its current members are Ivan Howard (vocals/guitar/drums/bass/keyboards/programming) and Kelly Crisp (vocals/keyboard/drums/guitar/accordion). Billy Alphin had played drums on the album The Rosebuds Make Out, Wes Phillips played drums on the E.P.""Unwind"", Lee Waters played drums on the record Birds Make Good Neighbors, and Matt McCaughan played the drums on Night of the Furies, Life Like and Loud Planes Fly Low. Rob Lackey was behind the drum kit during the taping of The Rosebuds Live at the Cats Cradle, a charity only recording sold at cytunes.org to help fight for the prevention of cancer, as well as on the track ""Second Birds of Paradise"" on ""Loud Planes Fly Low."" Howard and Crisp met while in college in Wilmington, North Carolina, where they formed the Rosebuds and enlisting original drummer Jonathan Bass. Afterward, they moved to nearby Raleigh and joined with drummer Billy Alphin of the band Ashley Stove. Merge Records discovered their demo in early 2003 and released The Rosebuds Make Out as a full-length debut album that October. Following that recording, Alphin left the group and was replaced by Jonathan Bass for their 2003 touring schedule. The Rosebuds Unwind, an EP with six songs, was released in April 2005, followed by Birds Make Good Neighbors in September. The Rosebuds are now joined by Logan Matheny and Matt McCaughan, and Rob Lackey on drums for shows and tours. Their third album, Night of the Furies, was released in April 2007. A fourth full-length, Life Like, was released in Oct. 2008. In 2007, The Rosebuds covered the Pixies' ""Break My Body"" for the American Laundromat Records compilation ""Dig for Fire - a tribute to PIXIES"". Bands OK Go, They Might Be Giants, and British Sea Power also contributed to the project. In 2008, the band again covered a song for American Laundromat Records. This time it was The Cure's ""The Walk"" for Just Like Heaven - a tribute to The Cure. The Wedding Present, Dean & Britta, The Brunettes, and The Submarines also contributed to the project. Lead singer Ivan Howard joined GAYNGS, a super-group, to record and tour in 2010. The Rosebuds released their fifth full-length record, ""Loud Planes Fly Low"" on Merge on June 7, 2011. Their 2011 summer tour lineup included Logan Matheny from Roman Candle on drums and Daniel Hart on violin. Support for the first half of the tour was Other Lives, followed by dates with Bon Iver. In 2012 the band returned with two self-released albums; "" Christmas Tree Island"", an album of 13 original Christmas songs, and ""Love Deluxe - The Rosebuds perform Sade"". A song by song re-recording of Sade's masterpiece ""Love Deluxe"" in honor of its 20th anniversary. A tour to support ""Love Deluxe"" took place in September 2013 and featured Brian Weeks on guitar, Matt Douglas on sax, Jonathon Yu on synths, Mark Paulson on bass and Rob Lackey on drums. In August 2014, the band released their latest album, Sand + Silence, on the Western Vinyl label. The band has been on hiatus since the end of 2014 as Howard has embarked on a solo career on the West Coast, while Crisp works as a writer on the East Coast."
The Raymond Brake,Q7759530,FALSE,1433760,musical group,Greensboro,NCG06266,1994,1998,indie rock,"The Raymond Brake was an indie rock band. They formed in the mid-1990s in Greensboro, North Carolina. The band was influenced by the thriving music scene of nearby Chapel Hill."
The Nein,Q7753389,FALSE,1380494,musical group,Durham,NCG04584,2003,present,indie rock,"The Nein is an indie rock band from Durham, North Carolina, and is composed of former members of The White Octave, Steel Pole Bath Tub, and . The band is signed to the Canadian label Sonic Unyon."
Rainbow Kitten Surprise,Q65090692,FALSE,4517303,musical group,Boone,NCG01651,2013,present,indie rock,"Rainbow Kitten Surprise is an alternative rock indie band, featuring lead vocalist Sam Melo, Darrick ""Bozzy"" Keller (guitar, backup vocals), Ethan Goodpaster (electric guitar), Jess Haney (drums), and Charlie Holt (bass). Members hail from Boone, North Carolina and Robbinsville, North Carolina (Jess Haney and Ethan Goodpaster). Rainbow Kitten Surprise, ""RKS"" for short, is known for its harmonies, instrumentation, and lyrics. Their sound has been influenced by artists such as Modest Mouse, Kings of Leon, Frank Ocean and Schoolboy Q."
Sirius B,Q2290077,FALSE,,musical duo,Asheville,NCG00366,2006,present,gypsy punk,"Sirius.B is an eight-piece musical group from Asheville, NC. It was formed in late 2006 by Xavier Ferdón, Pancho Romero Bond, and Imhotep and takes its name from the white dwarf star, Sirius B. The band describes itself as ""Absurdist Gypsy Folk Funk Punk"". Sirius.B combines accordion, violin, cello, acoustic guitar, flamenco and electric guitar, charango, banjo, percussion, drums, upright bass, melodica, clarinet, and multi-lingual vocals to create a sound that has a gypsy feel, but with elements from other modern genres. In the Mountain Xpress's Best of Western North Carolina for 2017, Sirius.B was voted: 
* No. 1 Favorite All-Around Band In the Mountain Xpress's Best of Western North Carolina for 2015, Sirius.B was voted: 
* No. 1 Favorite All-Around Band 
* No. 3 Rock Band In the Mountain Xpress's Best of Western North Carolina for 2014, Sirius.B was voted: 
* No. 1 Favorite All-Around Band 
* No. 1 Acoustic/Folk Band (tie) 
* No. 1 Rock Band In the Mountain Xpress's Best of Western North Carolina for 2013, Sirius.B was voted: 
* No. 1 Favorite All-Around Band 
* No. 1 Acoustic/Folk Band 
* No. 1 Rock Band 
* No. 3 World Music Band In the Mountain Xpress's Best of Western North Carolina for 2012, Sirius.B was voted: 
* No. 1 Favorite Local Band 
* No. 1 Local Gypsy Absurdist Punk Rock Band 
* No. 3 Local Band: Acoustic / Folk In the Mountain Xpress's Best of Western North Carolina for 2011, Sirius.B was voted: 
* No. 1 Next Big Thing 
* No. 1 Local Band: Rock 
* No. 2 Favorite Local Band 
* No. 2 Local Band: Acoustic/Folk In the Mountain Xpress's Best of Western North Carolina for 2010, Sirius.B was voted: 
* No. 1 Next Big Thing 
* No. 2 Experimental Band 
* No. 2 Rock Band In the Mountain Xpress's Best of Western North Carolina for 2009, Sirius.B was voted: 
* No. 1 Rock Band 
* No. 1 Experimental Band (tie) 
* No. 2 Indie Band 
* No. 3 Live Show of 2009 - (Beating Sirius.B for Best Live Show were the Beastie Boys and Phish.) In addition, Sirius.B also won awards in the Best of WNC 2007 and Best of WNC 2008. Mountain Xpress writes, ""folk-punk artists Sirius B are, according to Xpress readers, the ones to watch."" Sirius.B's songs can be heard on regional radio stations such as 88.7FM WNCW, 105.9FM The Mountain, 98.1FM The River, 880AM The Revolution, and Power 90.5FM. They have also made a live appearance on the WDVX Knoxville Blue Plate Special, which has hosted other artists such as Bela Fleck and The Avett Brothers. In addition to the Asheville area, they tour regionally to venues in Atlanta and Athens, GA; Columbia and Charleston, SC; and Knoxville and Johnson City, TN. They often host ticket sales on their main website. The Mountain Xpress states that ""The excitement of a Sirius.B show has been compared by the press to what 'one would imagine Athens’s 40 Watt Club to have been like in the early days of R.E.M."" Their original album, ""Dazzling Urbanites"" was released on May 3, 2008. Their second album, ""Monkey Robot Soldier"" was released on March 27, 2010. Their third album, ""The Triumphant Return of Black-Eyed Norman"" was recorded at Echo Mountain Recording Studio and released on September 28, 2012, after raising $9,150 through their Kickstarter campaign."
Pyramid,Q7263235,FALSE,97155,musical group,North Carolina,NCG10905,2005,present,indie rock,"Pyramid is an American experimental, indie-rock band from North Carolina. Their first album The First American was released in 2005. Music from the album was used in two David Gordon Green films, All the Real Girls and Undertow. Pyramid also composed the music for Jody Hill's The Foot Fist Way, co-composed Shotgun Stories for Jeff Nichols, and added additional score to Craig Zobel's Great World of Sound."
Museum Mouth,Q6940668,FALSE,,musical group,Southport,NCG14304,2009,present,indie rock,"Museum Mouth is a band that originated in Southport, North Carolina in 2009. It consists of three members: Karl Kuehn who also played in the band Family Bike (drums, vocals), Kory Urban (bass), and Morgan Roberts (guitar). Originally, Savannah Levin played bass and provided vocals but left the band in September 2010. Their band name is a reference to a line in the song ""Little League"" by Cap'n Jazz. Their musical genres include pop punk and rock. Museum Mouth is one of the more famous and long lasting bands to come out of the Wilmington DIY scene. Most of their music is downloadable for free from Bandcamp. ""Tears In My Beer"", ""Sexy But Not Happy"", and ""Alex I Am Nothing"" received four-star reviews from Punknews.org."
Andrew Lamb,Q505792,TRUE,2281555,jazz musician|saxophonist,Clinton,NCG03227,"August 26, 1958",,jazz,"Andrew Lamb (born August 26, 1958, Clinton, North Carolina) is a jazz saxophonist and flautist. Lamb was raised in Chicago and South Jamaica, Queens. Having studied with AACM charter member Kalaparusha Maurice McIntyre, Lamb came into New York City's avant-garde community during the 1970s, becoming an active presence in the Bedford-Stuyvesant arts world and winning a grant. In 1994, he led a session for Delmark, composing all the pieces on Portrait in the Mist, which featured vibraphonist Warren Smith, bassist Wilber Morris, and drummer . Lamb has since recorded duets with Warren Smith (Duet, WISland, 1999, and Dance of the Prophet), made a trio recording with Eugene Cooper and Andrei Strobert (Kiki Records), and in 2003 released Pilgrimage on CIMP with Tom Abbs and Andrei Strobert, as well as a later release with his group The Moving Form, Year of the Endless Moment (Engine Studios). Lamb has also recorded with Henry Grimes’s Sublime Communication trio Live from WKCR (2004) and Live at Edgefest in Ann Arbor (2005), both on the JazzNewYork Productions label. Andrew Lamb and his own ensembles remain a regular presence in the New York area, and have frequently performed at the annual Vision Festival since 1996. Lamb has been part of Alan Silva's big band project, the Sound Visions Orchestra, and has also been a member of the Cecil Taylor big band. In 2005, Lamb played in the Sublime Communication trio in Berlin and in the Henry Grimes Quartet with Marshall Allen and Hamid Drake at the tenth annual Vision Festival, and he has also toured with the Grimes-led quartet Spaceship on the Highway. Steven Loewy of Allmusic writes that Andrew Lamb is ""a serious musician seeking to uplift his soul through art, and, like John Coltrane and his progeny, Lamb's vehicle is the psalm-like expression of his tenor saxophone. The results reflect his quest, testifying to his musical abilities, enormous potential, and depth of character."""
Harold Vick,Q267572,TRUE,314444,jazz musician|saxophonist,Rocky Mount,NCG13021,"April 3, 1936","November 13, 1987",jazz|soul music,"Harold Vick (April 3, 1936 – November 13, 1987) was an American jazz saxophonist and flutist."
Jonathan Scales,Q16223429,TRUE,,jazz musician,Asheville,NCG00366,"September 14, 1984",,jazz,"Jonathan Scales (born September 14, 1984) is an American steel pannist and composer. He has recorded and produced five albums, the most recent being Mixtape Symphony, released on 2014 on Ropeadope Records. The album features guest performances by Victor Wooten and Howard Levy. Since 2007, Scales has recorded and performed with Victor Wooten, Howard Levy, The Duhks, Roy ""Future Man"" Wooten, Jeff Coffin, Jeff Sipe, Casey Driessen, Oteil Burbridge, Kofi Burbridge, Yonrico Scott, and Béla Fleck whom Scales describes as his 'musical hero'. His albums have been reviewed by Modern Drummer and Jazz Times. Scales graduated from Appalachian State University in 2006."
